Address, Tier, Wave, Is Promoted, Is CoolOff
0xdba5...ba62,5,8,false,true
0x8f99...3fe9,5,8,false,true
0xb223...9f2c,5,8,false,true
0x52c2...fac9,5,8,false,true
0x7e5e...7eb6,5,8,false,true
0xfa10...7714,5,8,false,true
0x23f8...0724,5,8,false,true
0xc815...10dc,5,8,false,true
0xf6dc...068d,5,8,false,true
0x140e...d5aa,4,8,false,true
0x7af5...40ec,5,8,false,true
0xd8d0...4477,5,8,false,true
0xb1c8...7eae,4,8,false,true
0x639c...621d,5,8,false,true
0x8c08...a1fc,5,8,false,true
0x685c...8bc9,4,8,false,true
0x3aed...091a,5,8,false,true
0xc515...29e3,5,8,false,true
0xc159...69c8,5,8,false,true
0x1671...3aba,4,8,false,true
0x630c...1010,5,8,false,true
0x2d7e...fb97,5,8,false,true
0x193a...e8ac,5,9,false,true
0x0885...9526,5,9,false,true
0x1dc1...8a20,5,9,false,true
0x277e...933a,5,9,false,true
0xf80c...d6ca,5,9,false,true
0x13e0...95b3,5,9,false,true
0x94d5...1116,5,9,false,true
0x4e9c...6d06,5,9,false,true
0x68a1...23cc,5,9,false,true
0x4ba1...213e,5,9,false,true
0x608b...dc47,4,9,false,true
0xe5f4...a171,5,9,false,true
0x80d5...ef9a,5,9,false,true
0x8e8b...a22c,5,9,false,true
0x6932...1424,5,9,false,true
0x71ec...d3be,5,9,false,true
0x5dc3...a310,5,9,false,true
0xf052...c987,5,9,false,true
0xf002...dd0e,5,9,false,true
0x3c08...8218,5,9,false,true
0x9057...9185,5,9,false,true
0x1e59...86b1,5,9,false,true
0xef18...4391,5,9,false,true
0xb73a...4568,4,9,false,true
0x21fe...7a02,5,9,false,true
0x4a9c...cb66,5,9,false,true
0x8fb0...b198,5,9,false,true
0x5bff...9ef5,5,9,false,true
0xa538...8c0e,5,9,false,true
0xdb90...e275,5,9,false,true
0xd2f1...9a08,5,9,false,true
0xf775...dbe8,5,9,false,true
0x6b75...3987,5,9,false,true
0x2d9c...61e8,5,9,false,true
0x794c...7bbe,5,9,false,true
0xb607...4e40,5,9,false,true
0xfcca...45a6,5,9,false,true
0x4502...ba5e,5,9,false,true
0xe679...d775,5,9,false,true
0xb83d...cc34,5,9,false,true
0xf0a2...3e07,5,9,false,true
0xa55f...d148,5,9,false,true
0xa415...5205,5,9,false,true
0xac84...8ca1,5,9,false,true
0x8cec...4805,5,9,false,true
0x1536...221e,5,9,false,true
0xf31c...8a7f,5,9,false,true
0xef59...d3db,5,9,false,true
0x98c4...7b5f,5,9,false,true
0x960d...f00f,5,9,false,true
0xb1ac...3a56,5,9,false,true
0xda19...7fea,5,9,false,true
0x3265...6426,5,9,false,true
0x2a1b...923a,5,9,false,true
0xdc9c...7484,5,9,false,true
0x3fb9...80b2,5,9,false,true
0x8b78...ec8b,5,9,false,true
0xa3dd...d063,5,9,false,true
0x2443...3332,5,9,false,true
0x38e8...2d08,5,9,false,true
0x495e...d23b,5,9,false,true
0xfa2e...d5b6,5,9,false,true
