ETH Address,Stake,Tier,Participation
0x891e...5c44,186,5,1
0x9305...6f93,300,5,1
0xf8d2...9e71,1015,3,4
0x0e26...dadb,1001,3,4
0x1643...fb98,1020,3,4
0x9054...3e47,1021,3,4
0x00ac...d697,2081,3,8
0xcd10...2fa9,525,4,2
0x58ec...d562,1001,3,4
0x87d2...07b0,500,4,2
0xeaf5...0fe1,500,4,2
0xb463...22c9,500,4,2
0x70cc...c649,1000,3,4
0x6229...c742,1002,3,4
0xfbd0...c2b1,503,4,2
0x4393...1d4e,1000,3,4
0xb187...a919,506,4,2
0x80e7...88b7,1001,3,4
0x3bb1...b618,1000,3,4
0x7bec...6968,1125,3,4
0xb1c7...38e3,1000,3,4
0xa275...6335,1007,3,4
0xfa23...9760,1012,3,4
0x9121...39f5,510,4,2
0x00e9...d60a,1000,3,4
0x14f5...96b7,153,5,1
0x760e...e8fe,1006,3,4
0x4596...bb2a,152,5,1
0x6398...7603,1005,3,4
0x88f3...a870,150,5,1
0x3890...3a5c,502,4,2
0xdbcf...e9e3,150,5,1
0x586b...4f10,503,4,2
0xa674...504c,1010,3,4
0xf2e5...4443,150,5,1
0x977b...772c,500,4,2
0x81e3...4f5f,1000,3,4
0x542a...11e8,721,4,2
0x8c7f...4619,154,5,1
0xb2ab...9f67,150,5,1
0x2af4...b350,1010,3,4
0xc29c...9496,153,5,1
0x3a96...f08c,1001,3,4
0xf18c...e9ff,1003,3,4
0x1089...4b57,154,5,1
0xbf8d...7fdc,150,5,1
0x252e...8586,1064,3,4
0x4cf2...f852,1013,3,4
0x2af4...b350,1010,3,4
0x57fb...cbbb,2006,3,8
0x3d52...0e63,1521,3,6
0xb8be...c344,152,5,1
0x933d...b244,1077,3,4
0xc1de...41b7,520,4,2
0x754a...e5c1,1553,3,6
0x648e...0e33,1008,3,4
0x6725...264b,500,4,2
