ETH Address, Stake, Tier, Participation Weight
0xfcda...25a9,1000,3,4
0xb676...c44c,1000,3,4
0xfb34...3413,500,4,2
0x409b...9f00,150,5,1
0xeb20...6eaa,152,5,1
0xee06...08b6,524,4,2
0xb8d6...cb2d,167,5,1
0xbf86...74cb,1000,3,4
0x1960...2e37,1004,3,4
0x710f...549a,1000,3,4
0x3048...fb45,559,4,2
0xfaf2...d1c6,501,4,2
0xe19e...48f6,1096,3,4
0x2a1b...923a,219,5,1
0x118b...c712,1023,3,4
0x3d5d...3d7e,151,5,1
0xc748...97c9,1000,3,4
0x00ac...d697,2081,3,8
0x0ada...b347,1024,3,4
0xb97a...86c6,500,4,2
0xbe28...f26c,153,5,1
0x607c...393d,506,4,2
0x302d...5ade,501,4,2
0x2070...ea34,1000,3,4
0x4e9b...39d6,362,5,1
0x72d5...fd68,160,5,1
0x7591...c6e2,1001,3,4
0x4362...c417,1001,3,4
0x210f...0d7a,155,5,1
0x4f3f...4a31,152,5,1
0xcda9...12cf,1000,3,4
0x3567...2dae,500,4,2
0xb114...7bde,503,4,2
0x82b7...369e,1000,3,4
0x5bd0...eb8e,500,4,2
0x9b8e...6f68,156,5,1
0xf64e...278f,1001,3,4
0xe8b5...fab0,1000,3,4
0x86fe...f277,152,5,1
0xebde...dabc,500,4,2
0x0740...ab57,500,4,2
0xa7d6...2520,500,4,2
0xacf1...53c2,159,5,1
0xe7c0...16ed,501,4,2
0xdba5...ba62,155,5,1
0xf20f...1906,1006,3,4
0xd0e7...05d4,1050,3,4
0xe3e4...361c,265,5,1
0x4cec...941e,1003,3,4
0xafc3...a3ff,513,4,2
0x3a10...9476,1023,3,4
0x7d9a...ec8e,500,4,2
0xd624...d0c1,502,4,2
0x8558...e58c,1019,3,4
0xce78...d8fa,1001,3,4
0x23d3...5936,1252,3,5
0x8011...d0bb,150,5,1
0xa3ca...907d,2025,3,8
0x557f...74f0,151,5,1
0x64c8...9100,1264,3,5
0x0ba9...e8f5,504,4,2
0xf384...e554,151,5,1
0x2239...8d3e,152,5,1
0x8b78...ec8b,212,5,1
0x5a06...53cd,1010,3,4
0x11e7...3bf0,1000,3,4
0xace8...7488,151,5,1
0x7fed...f98c,212,5,1
0x2703...965e,165,5,1
0xc066...bc28,150,5,1
0x787b...b396,507,4,2
0xf81b...c96c,503,4,2
0x8ab0...260a,1000,3,4
0xfd18...4a01,152,5,1
0xdb9d...37ca,1004,3,4
0xb488...c98d,1002,3,4
0x2ca0...a558,150,5,1
0x65b1...082e,1145,3,4
0x7b7b...2e91,1001,3,4
0x1f6b...0044,533,4,2
0x50ba...b055,1000,3,4
0xb5e6...94f2,150,5,1
0x2c8c...e80b,1012,3,4
0x6a5f...ccd4,1000,3,4
0x7d96...4a9b,155,5,1
0x8a71...3945,1152,3,4
0xea19...a9d0,1002,3,4
0xcfa7...5ce5,522,4,2
0xf3cc...48b3,1016,3,4
0x3e76...45ad,1010,3,4
0xa95f...d3de,514,4,2
0xf8f6...b764,1057,3,4
0xc832...0a0e,507,4,2
0x0610...4e74,1013,3,4
0xcc22...52ca,500,4,2
0xaee9...f049,500,4,2
0x64a2...e289,502,4,2
0xaa26...e3bf,151,5,1
0x585a...3779,500,4,2
0x8271...e706,150,5,1
0xde78...9c71,1023,3,4
