ETH Address,Stake,Tier,Participation
0x85b8...c928,1095,3,4
0x4ee0...3d17,1005,3,4
0x69d2...eb80,1529,3,6
0xdf53...8101,160,5,1
0x890d...c6e9,766,4,2
0x4e54...69bf,1000,3,4
0xaea3...36f6,1000,3,4
0xaba6...4ba9,150,5,1
0xb7a1...1253,1278,3,5
0x67a8...2eb6,503,4,2
0x01ed...c55e,506,4,2
0x3dba...e310,500,4,2
0x6437...c60e,1000,3,4
0x87e9...a142,2162,3,8
0x9adc...d9eb,1013,3,4
0x6d6d...8855,518,4,2
0xc17a...7828,1240,3,4
0xefb9...5ea0,1153,3,4
0x0e4f...e6f8,164,5,1
0xcc3c...1710,1013,3,4
0x04c1...a1aa,1021,3,4
0x53d7...28ac,1000,3,4
0x0bc4...34b5,1000,3,4
0xbf86...74cb,1000,3,4
0xe87d...8adf,1050,3,4
0xdb9d...37ca,1004,3,4
0x736c...c7b5,501,4,2
0x8771...eb0a,155,5,1
0x640b...1797,166,5,1
0xd4ae...13a9,227,5,1
0xfe84...8cb8,1000,3,4
0x991f...4be1,1000,3,4
0xed6e...e1b4,1000,3,4
0x78a8...5bc7,150,5,1
0x0ada...b347,876,4,2
0xdf59...84e5,150,5,1
0x5661...7eeb,1000,3,4
0x4225...20da,1000,3,4
0x35f6...dafb,500,4,2
0x43ba...7162,1014,3,4
0xa275...6335,1007,3,4
0x37b0...ced3,1000,3,4
0x9d99...4f5a,500,4,2
0x8b5c...16df,1009,3,4
0xd0f5...7912,1015,3,4
0xa1f9...9609,1201,3,4
0xa88e...1f22,1005,3,4
0x34dc...a523,1008,3,4
0x896b...d2c8,505,4,2
0x0748...c8cd,212,5,1
0xe180...f95c,1013,3,4
0x5c50...437c,1050,3,4
0xfe37...9f2a,1003,3,4
0xbcb2...3729,1000,3,4
0xbd84...6a35,1000,3,4
0x63cb...178e,522,4,2
0x639c...621d,223,5,1
0x68da...8e9a,1000,3,4
0x0052...52c1,500,4,2
0xbd78...afaa,1003,3,4
0xe0c2...5e2b,2750,3,11
0xd915...83fc,500,4,2
0x6437...c60e,1000,3,4
0xb00f...0791,1038,3,4
0xbefc...db98,1042,3,4
0xe771...b807,1107,3,4
0x3769...5c12,500,4,2
0x3e68...c119,509,4,2
0x34e2...fe50,1250,3,5
0xfe37...9f2a,1003,3,4
0x0e26...dadb,1001,3,4
0xce72...59a3,1010,3,4
0xb804...8237,1000,3,4
0x73b6...82f8,1026,3,4
0x36e0...52bd,1000,3,4
0xa674...504c,1010,3,4
0xc464...8e5f,1071,3,4
0xaa6b...a173,150,5,1
0xba0c...8a2c,505,4,2
0x34b0...2bf8,502,4,2
0xbaf7...c406,1756,3,7
0xb463...22c9,500,4,2
0xb804...8237,1000,3,4
0xbf30...ba72,157,5,1
0xd114...1b93,161,5,1
0x0e26...dadb,1001,3,4
0x97b2...4115,516,4,2
0x422c...c5dd,1000,3,4
0x9651...5a99,250,5,1
0xb29d...3a3b,1001,3,4
0xe73e...0f6f,166,5,1
0x37b0...ced3,1000,3,4
0xfcc0...b598,501,4,2
0x28e7...d7d5,507,4,2
0x6324...2a72,151,5,1
0x011d...fc83,1000,3,4
0x4254...b20f,1000,3,4
0xd3ae...77e7,1004,3,4
0x50fd...0fc8,1034,3,4
0xb3d7...8538,1000,3,4
0x737b...e618,1004,3,4
0x77cc...c4d6,500,4,2
0x3b7b...7245,501,4,2
0x0364...c4bd,1020,3,4
0xd4ad...740d,1050,3,4
0x30d9...f7cb,500,4,2
0x0717...a857,1000,3,4
0xf37e...61d1,1002,3,4
0xd6a5...ba07,501,4,2
0xf65c...879a,159,5,1
0x1bb9...775d,154,5,1
0x967b...8273,151,5,1
0x360f...cc95,1000,3,4
0x3667...f4b8,158,5,1
0xed42...dc6d,1016,3,4
0xcfbe...cf5c,1042,3,4
0xbdcb...0e9d,502,4,2
0xb0f7...b223,1057,3,4
0x3ed1...d451,1084,3,4
0x3769...5c12,500,4,2
0xbc1d...490d,570,4,2
0x8b5c...16df,1009,3,4
0xf80c...d6ca,155,5,1
0xf71f...fd48,2598,3,10
0x6792...fe5a,150,5,1
0x5967...a437,1011,3,4
0x9a33...34bf,1006,3,4
0x13f8...8c18,1000,3,4
0xa6c0...1170,150,5,1
0x5394...42d8,1013,3,4
0x2e56...e83d,1222,3,4
0xcabc...461b,1010,3,4
0x49cb...d672,3383,3,13
0x4254...b20f,1000,3,4
0x39a9...586a,1002,3,4
0xfcca...45a6,150,5,1
0x380d...b101,503,4,2
0xe553...b707,1007,3,4
0x1785...bbdd,1005,3,4
0x6632...bc0b,1052,3,4
0x685c...8bc9,548,4,2
0xe1a2...c67a,1001,3,4
0x490e...4d0a,503,4,2
0x8f86...0fb2,1315,3,5
0x235f...22d2,150,5,1
0xb804...8237,1000,3,4
0xacf1...c686,165,5,1
0xa39e...8314,1000,3,4
0x6632...bc0b,1052,3,4
0x7df2...c549,600,4,2
0x27d1...492c,3999,3,15
0x9daa...b74b,198,5,1
0xfa23...9760,1012,3,4
0xd32f...41a8,1005,3,4
0x933d...b244,1077,3,4
0x7676...9973,150,5,1
0xfde6...408b,1002,3,4
0x87d2...07b0,500,4,2
0xced3...e1ad,500,4,2
0x8af6...52a3,1009,3,4
0x96c3...3403,1012,3,4
0x66d8...2494,1627,3,6
0x2c40...88d1,1112,3,4
0xebde...dabc,500,4,2
0x5466...f544,511,4,2
0x61e2...ebf1,1010,3,4
0x69d2...eb80,1529,3,6
0xe6c9...ad57,1010,3,4
0x60ad...2f3b,500,4,2
0xef59...d3db,150,5,1
0xbaf7...c406,1756,3,7
0x8881...06c3,1000,3,4
0x92ca...192d,1000,3,4
0x712a...b78e,156,5,1
0xd045...9e44,1019,3,4
0x83f3...e057,503,4,2
0xc17a...7828,1240,3,4
0xef18...4391,150,5,1
0x9096...0b40,509,4,2
0xbcfd...a7ff,1026,3,4
0x0b80...7e9f,1177,3,4
0xc06a...99a0,1656,3,6
0x1aa8...ead0,152,5,1
0x4f83...e1b6,1013,3,4
0xcfbe...cf5c,1042,3,4
0x6812...7690,501,4,2
0x7361...fda6,2219,3,8
0x23d3...5936,1002,3,4
0x7a78...f9d3,1001,3,4
0xc24d...27e8,1000,3,4
0xd552...cf84,500,4,2
0x26da...c726,1094,3,4
0x78d0...ba97,300,5,1
0xe6c9...ad57,1010,3,4
0x14b5...ea0c,556,4,2
0x36e0...52bd,1000,3,4
0x3a73...4ad7,1028,3,4
0x3c71...7ffb,182,5,1
0xdbe9...80dc,1000,3,4
0x6b2b...fb65,1016,3,4
0x9878...d0e3,1030,3,4
0x4f2e...4360,1150,3,4
0x82bc...f958,153,5,1
0x7dba...9e2c,1000,3,4
0xf37e...61d1,1002,3,4
0x0e91...9af1,1006,3,4
0xdf98...bb6a,500,4,2
0x6b9b...1b58,500,4,2
0xe87d...8adf,1050,3,4
0xf738...3767,502,4,2
0x754a...e5c1,1553,3,6
0x725b...924f,1000,3,4
0xefb9...5ea0,1153,3,4
0x5515...056a,559,4,2
0xc9e6...a009,500,4,2
0x6f29...28bc,500,4,2
0x0f9f...bd3b,1258,3,5
0xcc3c...1710,1013,3,4
0x580c...b05b,500,4,2
0x3d08...9849,250,5,1
0x0602...185b,501,4,2
0x1150...e5a8,500,4,2
0x8881...06c3,1000,3,4
0x6934...9345,150,5,1
0x17a5...1eed,150,5,1
0xcdd2...be55,360,5,1
0x896b...d2c8,505,4,2
0x14f5...96b7,153,5,1
0xe771...b807,1107,3,4
0xdf2e...dc80,1000,3,4
0xd29f...92fc,500,4,2
0x490c...cf40,1000,3,4
0x189f...c136,3541,3,14
0xd3ae...77e7,1004,3,4
0xcee4...68aa,1005,3,4
0xd30c...7967,2175,3,8
0xf5d6...610f,1000,3,4
0xb5cf...e28f,150,5,1
0x5dcf...ded7,1057,3,4
0xe001...0b81,1000,3,4
0xfd78...8601,1250,3,5
0x9424...d9dc,1013,3,4
0x2b4e...5fb8,500,4,2
0xd045...9e44,1019,3,4
0x6fd6...d7c7,1000,3,4
0x0836...f2e8,150,5,1
0xbb0d...755c,500,4,2
0xcaab...5d41,500,4,2
0xc5f5...e311,500,4,2
0x97d3...a281,1001,3,4
0x6229...c742,1002,3,4
0x4228...9599,157,5,1
0x2863...8031,1201,3,4
0x39a9...586a,1002,3,4
0x34dc...a523,1008,3,4
0xe63c...5ed5,155,5,1
0x189f...c136,3541,3,14
0x8e97...00e8,501,4,2
0x9582...4b22,1100,3,4
0x189f...c136,3541,3,14
0x4fbc...90e1,2029,3,8
0x2738...57e0,500,4,2
0xd9cb...c3a0,150,5,1
0xeb20...6eaa,152,5,1
0x127c...5811,156,5,1
0x8a31...d95d,1012,3,4
0x81e3...4f5f,1000,3,4
0x933d...b244,1077,3,4
0xa19e...69cc,160,5,1
0xb5e6...94f2,150,5,1
0xf5b1...8229,199,5,1
0x4e54...69bf,1000,3,4
0xc17a...7828,1240,3,4
0xc4f8...2937,216,5,1
0x118e...d504,500,4,2
0xe1d2...55be,500,4,2
0x27d1...492c,3999,3,15
0xdcdc...1430,150,5,1
0x19c5...22a6,1291,3,5
0x704e...5f3c,1005,3,4
0x0a5c...cc22,1511,3,6
0x947f...74d2,2263,3,9
0x9096...0b40,509,4,2
0x79f9...0b84,1001,3,4
0x4660...9980,1000,3,4
0x5394...42d8,1013,3,4
0x5dc2...c330,1014,3,4
0x1dab...4daa,1011,3,4
0xbe43...5e0b,1514,3,6
0xbfad...ad6c,1000,3,4
0x4f83...e1b6,1013,3,4
0xc66f...f707,1001,3,4
0x7f1b...4bfa,1000,3,4
0x9482...5c8d,150,5,1
0xb8d1...87ae,1113,3,4
0xbce5...0150,1000,3,4
0x00ac...d697,1000,3,4
0x6f29...28bc,500,4,2
0xf71f...fd48,2598,3,10
0x79f9...0b84,1001,3,4
0x03d4...401e,500,4,2
0xd29f...92fc,500,4,2
0x159d...02fd,1022,3,4
0xb905...c9b1,152,5,1
0xb8d6...cb2d,167,5,1
0xb3d7...8538,1000,3,4
0xeda4...eed9,1414,3,5
0x2863...8031,1201,3,4
0x92ca...192d,1000,3,4
0xfa51...4dff,1033,3,4
0x0c96...bada,150,5,1
0xb677...7add,1012,3,4
0x7422...b8a7,500,4,2
0x00ac...d697,1000,3,4
0x83f3...e057,503,4,2
0x87e9...a142,2162,3,8
0xd434...bc86,1000,3,4
0xc7da...f9cc,203,5,1
0xfb34...3413,500,4,2
0x4f21...d00e,1007,3,4
0x140e...d5aa,503,4,2
0x3ed1...d451,1084,3,4
0xd2f1...9a08,163,5,1
0x96c3...3403,1012,3,4
0xa88e...1f22,1005,3,4
0xc06a...99a0,1656,3,6
0xdb7d...1c42,1135,3,4
0x9424...d9dc,1013,3,4
0x2c40...88d1,1112,3,4
0x22a3...5128,501,4,2
0x758b...6378,150,5,1
0x1671...3aba,672,4,2
0x7367...1907,1000,3,4
0xce6c...6894,1000,3,4
0x03c6...4f17,282,5,1
0x9617...d0de,1000,3,4
0xc24d...27e8,1000,3,4
0x0edd...1f40,150,5,1
0x0793...f126,1002,3,4
0x0a5c...cc22,1511,3,6
0x4ba1...213e,160,5,1
0xfff5...b455,1010,3,4
0x346c...7e57,256,5,1
0xf9c8...f059,548,4,2
0xfc88...c03e,500,4,2
0x1c72...03a2,1045,3,4
0x60dd...2d44,150,5,1
0x49cb...d672,3383,3,13
0xad3f...6606,519,4,2
0x4627...bba3,1029,3,4
0x0916...705f,1008,3,4
0x4b54...36a0,503,4,2
0x6a6e...f147,1005,3,4
0x5339...eb03,1001,3,4
0x1785...bbdd,1005,3,4
0x49cb...d672,3383,3,13
0x9264...e2d8,1001,3,4
0x88a5...f51d,1010,3,4
0xf9f8...5974,1001,3,4
0x3b7b...7245,501,4,2
0x704e...5f3c,1005,3,4
0x0e91...9af1,1006,3,4
0x1c72...03a2,1045,3,4
0x97ec...6050,150,5,1
0xba0c...8a2c,505,4,2
0x0717...a857,1000,3,4
0xe553...b707,1007,3,4
0x3c34...a851,150,5,1
0xc287...08ed,1012,3,4
0x602b...dcd1,501,4,2
0x7ef4...5370,1554,3,6
0x99f6...a375,1006,3,4
0xfcf4...a889,1008,3,4
0x16a6...8ca1,500,4,2
0x353e...25ea,316,5,1
0x2d6c...0116,155,5,1
0x6710...9ae7,150,5,1
0x35f6...dafb,500,4,2
0xaf03...87af,670,4,2
0x51bd...dd53,199,5,1
0x01ed...c55e,506,4,2
0x1eb9...9854,150,5,1
0x7934...be39,1118,3,4
0x5358...76fc,1045,3,4
0x011d...fc83,1000,3,4
0x4627...bba3,1029,3,4
0xf21c...5cc8,1001,3,4
0x0cbf...d692,1109,3,4
0xbeaf...1313,1000,3,4
0x0793...f126,1002,3,4
0x8ca9...45d2,1001,3,4
0x79f9...0b84,1001,3,4
0x71f6...01d6,502,4,2
0xc583...5d5c,1008,3,4
0xaea3...36f6,1000,3,4
0xb223...9f2c,150,5,1
0xd434...bc86,1000,3,4
0x34e2...fe50,1250,3,5
0x3a96...f08c,1001,3,4
0x586b...4f10,503,4,2
0x6f76...c933,1530,3,6
0x2d32...4ff5,510,4,2
0x303d...8d8f,501,4,2
0xd0f5...7912,1015,3,4
0x20cb...f32d,1047,3,4
0xe6f3...f23c,550,4,2
0x6046...7e57,1007,3,4
0xa417...fb07,1002,3,4
0x7e50...e5d3,1100,3,4
0xa81d...2ba5,165,5,1
0xc8fd...c8e1,502,4,2
0x8639...1063,1001,3,4
0x9d9b...c9b2,500,4,2
0x4e7d...3fd0,1005,3,4
0xa6e0...01d7,1006,3,4
0x8f86...0fb2,1315,3,5
0x121d...c702,157,5,1
0x4e7d...3fd0,1005,3,4
0x5390...462f,503,4,2
0x3c02...71ab,200,5,1
0x11c4...9142,1007,3,4
0x090c...5f2c,1021,3,4
0x02c2...b179,1000,3,4
0x2ad9...8d14,1010,3,4
0xe553...b707,1007,3,4
0x00c1...6ad0,209,5,1
0x36e0...52bd,1000,3,4
0x27d1...492c,3999,3,15
0x6f76...c933,1530,3,6
0xadda...928b,291,5,1
0x4e54...69bf,1000,3,4
0x8e97...00e8,501,4,2
0x6a49...df8c,500,4,2
0x991f...4be1,1000,3,4
0x579a...d5e5,1002,3,4
0x2ad9...8d14,1010,3,4
0x8af6...52a3,1009,3,4
0x13f8...8c18,1000,3,4
0xb52c...0c06,200,5,1
0x5358...76fc,1045,3,4
0x4a51...6b04,206,5,1
0xbaf7...c406,1756,3,7
0xf8f6...b764,1057,3,4
0x9f94...e272,2010,3,8
0xc9e6...a009,500,4,2
0xc7a3...3d7b,169,5,1
0xcabc...461b,1010,3,4
0x584d...14ac,1025,3,4
0xf934...00ae,150,5,1
0x1643...fb98,1020,3,4
0xe35e...23c2,1000,3,4
0x7f1b...4bfa,1000,3,4
0x6625...ca6a,1086,3,4
0x8c4c...dd4e,505,4,2
0xce78...d8fa,651,4,2
0xa03c...0e9e,150,5,1
0x89e4...c382,160,5,1
0xb114...7bde,503,4,2
0xe0c2...5e2b,2750,3,11
0x9530...6cfa,510,4,2
0x4a9c...cb66,151,5,1
0xfe10...e862,155,5,1
0x6229...c742,1002,3,4
0x61f4...75d3,1002,3,4
0x3a73...4ad7,1028,3,4
0x2863...8031,1201,3,4
0xfce4...4eee,150,5,1
0x1dab...4daa,1011,3,4
0xf2e5...4443,150,5,1
0x6796...8ee6,150,5,1
0x7ad6...38b8,150,5,1
0x32a6...a3e5,1057,3,4
0x302d...5ade,501,4,2
0x0099...208b,1001,3,4
0xb8d1...87ae,1113,3,4
0xb2e1...efd2,1119,3,4
0x82b7...369e,173,5,1
0x0cbf...d692,1109,3,4
0x2a1b...923a,219,5,1
0x3e68...c119,509,4,2
0xf7e1...38f6,1005,3,4
0x4fa8...0133,1590,3,6
0xe7da...875d,1007,3,4
0xcb85...a39a,1937,3,7
0xacf1...53c2,159,5,1
0x0bc4...34b5,1000,3,4
0x8f99...3fe9,150,5,1
0x9264...e2d8,1001,3,4
0xcfbe...cf5c,1042,3,4
0x3146...af50,1272,3,5
0xe553...b707,1007,3,4
0x34dc...a523,1008,3,4
0xa1fb...6492,1015,3,4
0x6b30...b9f1,150,5,1
0x13f9...865f,1007,3,4
0x27d1...492c,3999,3,15
0x76c0...7bdf,1045,3,4
0x4186...8cff,151,5,1
0xd30c...7967,2175,3,8
0x14ed...83a4,1001,3,4
0xf37e...61d1,1002,3,4
0xe87d...8adf,1050,3,4
0x4e54...69bf,1000,3,4
0xf5d6...610f,1000,3,4
0x36e0...52bd,1000,3,4
0xde8f...198b,158,5,1
0x8a8a...c796,1002,3,4
0xe0c2...5e2b,2750,3,11
0x076a...bf30,1004,3,4
0x1643...fb98,1020,3,4
0x9a86...3bb1,152,5,1
0x0e4b...fc4e,160,5,1
0x2c40...88d1,1112,3,4
0x7a35...e347,2344,3,9
0x0099...208b,1001,3,4
0x7df2...c549,600,4,2
0x3fea...f831,500,4,2
0x622a...49c8,1001,3,4
0x4ebe...1893,1001,3,4
0xd30c...7967,2175,3,8
0xc39c...4a2c,150,5,1
0x13f8...8c18,1000,3,4
0x0770...b916,1115,3,4
0x5c50...437c,1050,3,4
0x61e2...ebf1,1010,3,4
0xddd2...9d32,500,4,2
0xe859...05af,501,4,2
0x53cf...31e7,1002,3,4
0x4cad...f9be,1009,3,4
0x0602...185b,501,4,2
0xedca...7038,215,5,1
0x189f...c136,3541,3,14
0xcb7e...316b,150,5,1
0x5072...9de1,1069,3,4
0x4fbc...90e1,2029,3,8
0x94c9...2c78,156,5,1
0xcea3...b050,150,5,1
0xaee9...f049,500,4,2
0xa6e0...01d7,1006,3,4
0x490c...cf40,1000,3,4
0xa796...cec3,160,5,1
0x0f85...c617,505,4,2
0x2f67...03b9,1007,3,4
0xfa51...4dff,1033,3,4
0x919c...5a42,353,5,1
0x5d1a...b6e3,1000,3,4
0x1e85...a8f5,220,5,1
0xf50e...c8e0,511,4,2
0xaaab...bf32,150,5,1
0x12e6...e14d,1577,3,6
0x9279...bec9,500,4,2
0x5072...9de1,1069,3,4
0xcee4...68aa,1005,3,4
0xb1c8...7eae,500,4,2
0x5142...5013,503,4,2
0x490c...cf40,1000,3,4
0x6b12...5328,151,5,1
0x50fd...0fc8,1034,3,4
0xde78...9c71,1023,3,4
0x00e9...d60a,1000,3,4
0x9279...bec9,500,4,2
0x947f...74d2,2263,3,9
0xb676...5bce,1000,3,4
0x7367...1907,1000,3,4
0x4f21...d00e,1007,3,4
0x1671...3aba,672,4,2
0x197f...7d4b,1104,3,4
0xef00...c97d,1013,3,4
0x2e95...61f2,1307,3,5
0xd30c...7967,2175,3,8
0x38ed...7314,150,5,1
0xc495...4a36,1009,3,4
0xfe84...8cb8,1000,3,4
0xbaa5...1470,1000,3,4
0xb10f...cb11,1026,3,4
0xd114...b6c4,1369,3,5
0x8ec2...d13a,1000,3,4
0xfaca...8884,1740,3,6
0x6a6e...f147,1005,3,4
0xdb7d...1c42,1135,3,4
0x1960...2e37,504,4,2
0x4c92...2d71,1002,3,4
0xe7b3...5f5c,1000,3,4
0x4a1b...9068,1250,3,5
0xb1c8...7eae,500,4,2
0x0b4f...5be1,151,5,1
0xac25...d2ec,500,4,2
0xe7c0...16ed,150,5,1
0xee3a...b094,1056,3,4
0x7ef4...5370,1554,3,6
0x586b...4f10,503,4,2
0x5c50...437c,1050,3,4
0xd4a0...1ee3,1910,3,7
0x5d1a...b6e3,1000,3,4
0x2443...3332,151,5,1
0xef0b...9652,207,5,1
0x4c92...2d71,1002,3,4
0x87e9...a142,2162,3,8
0xc583...5d5c,1008,3,4
0x4627...bba3,1029,3,4
0x8ca9...45d2,1001,3,4
0xaa97...b82d,150,5,1
0x8cec...4805,226,5,1
0x1c72...d414,510,4,2
0x14ed...83a4,1001,3,4
0xf030...6a76,1021,3,4
0x6f76...c933,1530,3,6
0x0cb0...59c8,503,4,2
0xf21c...5cc8,1001,3,4
0xef30...1f02,1084,3,4
0xa7d6...2520,500,4,2
0xee7c...9990,1004,3,4
0x2fbe...373a,150,5,1
0x00ac...d697,1000,3,4
0x947f...74d2,2263,3,9
0x1293...0b2e,553,4,2
0x6725...264b,500,4,2
0xe6c9...ad57,1010,3,4
0xacbb...0e5a,522,4,2
0x5602...6791,1005,3,4
0xb737...a2a4,1000,3,4
0x5bd0...eb8e,500,4,2
0xb0f7...b223,1057,3,4
0x0ac8...65cf,160,5,1
0x7e0b...2b29,1000,3,4
0xa179...0789,157,5,1
0x9ec3...d999,1009,3,4
0x13e0...95b3,150,5,1
0x49cb...d672,3383,3,13
0xc74d...77f0,1000,3,4
0x4590...662b,157,5,1
0x6ac6...680b,1000,3,4
0x8932...fa21,1000,3,4
0xe209...242f,162,5,1
0x4cbe...c054,222,5,1
0x00e9...d60a,1000,3,4
0x13f9...865f,1007,3,4
0x5967...a437,1011,3,4
0x011d...fc83,1000,3,4
0xcc22...52ca,300,5,1
0xb2e1...efd2,1119,3,4
0x0cb0...59c8,503,4,2
0xfcf4...a889,1008,3,4
0xcee4...68aa,1005,3,4
0x96a9...c2db,151,5,1
0x04c1...a1aa,1021,3,4
0x8bd2...8b94,1000,3,4
0x8ed4...1786,1003,3,4
0x725b...924f,1000,3,4
0x7dba...9e2c,1000,3,4
0x831c...c4e7,1002,3,4
0xe6c9...ad57,1010,3,4
0x11c0...04f6,1130,3,4
0xfe84...8cb8,1000,3,4
0xbe43...5e0b,1514,3,6
0xbcfd...a7ff,1026,3,4
0xe5c3...20b6,160,5,1
0x7358...bfea,694,4,2
0xb737...a2a4,1000,3,4
0xefb9...5ea0,1153,3,4
0x06a6...ad35,150,5,1
0x26d1...6f19,1004,3,4
0x9d9b...c9b2,500,4,2
0x189f...c136,3541,3,14
0x97d3...a281,1001,3,4
0xaf0e...cbe1,1000,3,4
0xe35e...23c2,1000,3,4
0x5394...42d8,1013,3,4
0x4627...bba3,1029,3,4
0x4cf2...f852,1013,3,4
0x6398...7603,155,5,1
0xe180...f95c,1013,3,4
0x4cf2...f852,1013,3,4
0x4b05...7b5c,1250,3,5
0x8a8a...c796,1002,3,4
0x1c72...d414,510,4,2
0xe001...0b81,1000,3,4
0x4b9e...1116,1002,3,4
0xbcfd...a7ff,1026,3,4
0x95f4...3b04,1008,3,4
0x32a6...a3e5,1057,3,4
0x252e...8586,1064,3,4
0xb307...46ab,200,5,1
0x66d8...2494,1627,3,6
0xcb85...a39a,1937,3,7
0x76c0...7bdf,1045,3,4
0x648e...0e33,1008,3,4
0x1d7a...f400,500,4,2
0xfff5...b455,1010,3,4
0x5c50...437c,1050,3,4
0x1e9b...72d4,501,4,2
0x07b8...89b6,1500,3,6
0x665c...0426,151,5,1
0x559c...0ee7,150,5,1
0xa609...3179,1279,3,5
0xd4f1...b713,1021,3,4
0xe0c2...5e2b,2750,3,11
0x64c8...9100,507,4,2
0xb1c7...38e3,1000,3,4
0xf4e7...4715,153,5,1
0x8a31...d95d,1012,3,4
0xf0ce...5cd8,165,5,1
0xd434...bc86,1000,3,4
0x4f3f...4a31,152,5,1
0xf052...c987,150,5,1
0x3243...904c,203,5,1
0x27d1...492c,3999,3,15
0xc627...ca7e,1250,3,5
0xf20f...1906,1006,3,4
0x9f94...e272,2010,3,8
0x4fbc...90e1,2029,3,8
0x6437...c60e,1000,3,4
0x7628...ba01,227,5,1
0x2381...ce3b,1001,3,4
0x9264...e2d8,1001,3,4
0x0b80...7e9f,1177,3,4
0x6a9d...7a20,204,5,1
0xfaca...8884,1740,3,6
0x0466...be97,547,4,2
0xd30c...7967,2175,3,8
0xe3b8...81b5,154,5,1
0xaf33...882f,1083,3,4
