ETH Address,Stake,Tier,Participation
0x3703...bac0,1000,3,4
0x02c2...b179,1000,3,4
0x185d...e3e6,526,4,2
0xfb07...c3f8,1001,3,4
0x4f83...e1b6,1013,3,4
0x4f83...e1b6,1013,3,4
0x6bc1...fd7f,1000,3,4
0x2411...4949,1042,3,4
0x50ba...b055,1000,3,4
0x7362...4b22,1000,3,4
0xd522...4add,1521,3,6
0xa52e...8cf5,1060,3,4
0x6437...c60e,1000,3,4
0x9a08...7205,1006,3,4
0x933d...b244,1077,3,4
0x7463...0124,1046,3,4
0x29a2...5f62,150,5,1
0xfa51...4dff,1033,3,4
0x7acc...b39e,1000,3,4
0xb8d1...87ae,1113,3,4
0x8a87...ef98,1000,3,4
0xeb20...6eaa,1000,3,4
0xe0c2...5e2b,2750,3,11
0xd522...4add,1521,3,6
0x0885...9526,679,4,2
0xf3cc...48b3,1016,3,4
0x3d7f...8383,1257,3,5
0x6bc1...fd7f,1000,3,4
0xf4c4...ef5c,150,5,1
0xd2dd...7a40,1000,3,4
0xa417...fb07,1002,3,4
0xf3b4...ebe6,2100,3,8
0xde67...8aa3,1015,3,4
0x512e...8fa3,1012,3,4
0x5890...ace6,1200,3,4
0x3033...d915,1005,3,4
0x373b...ce96,1001,3,4
0xe0c2...5e2b,2750,3,11
0xa4a7...f3e6,1001,3,4
0x97d3...a281,1001,3,4
0x087f...554b,1328,3,5
0x0474...5a85,1000,3,4
0xe472...9029,1009,3,4
0x0c4a...15ba,1000,3,4
0xd5ae...bc26,1000,3,4
0x8ae7...b9e5,1020,3,4
0x88c0...62ab,1000,3,4
0x5e5a...e622,500,4,2
0x0752...c807,1007,3,4
0x98d4...5990,1149,3,4
0x5142...5013,503,4,2
0x72c5...9b76,1008,3,4
0xa47b...1870,1000,3,4
0xfcda...25a9,1000,3,4
0x0f82...ed0b,505,4,2
0xc96f...6bcb,500,4,2
0xe70a...3b4b,503,4,2
0xa75f...84e9,1012,3,4
0xfde6...408b,1991,3,7
0xbd84...6a35,1000,3,4
0xe0c2...5e2b,2750,3,11
0xd7ae...3909,1126,3,4
0xc205...1bda,1027,3,4
0x1c9d...adc5,1089,3,4
0x3a09...9cc5,1006,3,4
0x17a5...1eed,1011,3,4
0x5661...7eeb,1652,3,6
0xf072...a872,1000,3,4
0xaf03...87af,1005,3,4
0x87f5...a695,1033,3,4
0x0e26...dadb,1001,3,4
0x418b...a5dd,1070,3,4
0x8ae7...b9e5,1020,3,4
0x680a...05be,504,4,2
0xc6e1...0d97,1000,3,4
0xd740...7371,1008,3,4
0x3d7f...8383,1257,3,5
0xd0e7...05d4,1050,3,4
0x1617...c181,1015,3,4
0x9121...39f5,1010,3,4
0x3e76...45ad,1010,3,4
0x7fd6...a1e4,513,4,2
0x77ad...18ac,1000,3,4
0x0474...5a85,1000,3,4
0xe472...9029,1009,3,4
0x9a08...7205,1006,3,4
0xa8d1...c116,1002,3,4
0x3e76...45ad,1010,3,4
0xff86...9e49,1000,3,4
0xd30c...7967,1000,3,4
0x7a92...1545,500,4,2
0xd7ae...3909,1126,3,4
0x6bcb...a42a,150,5,1
0x3aed...091a,509,4,2
0x77cc...c4d6,1603,3,6
0xa8d1...c116,1002,3,4
0x7934...be39,1118,3,4
0x1b32...bd0b,1014,3,4
0x0770...b916,1115,3,4
0xac0b...e903,1000,3,4
0xd624...d0c1,1000,3,4
0x3e76...45ad,1010,3,4
0x0b46...dfca,1004,3,4
0x32e6...154c,505,4,2
0xde67...8aa3,1015,3,4
0x1190...b27f,1000,3,4
0x8ae7...b9e5,1020,3,4
0x24e2...45bf,1019,3,4
0x1167...9a78,1059,3,4
0x6932...5424,1000,3,4
0x0290...2271,155,5,1
0xd7ae...3909,1126,3,4
0x0263...da9b,1004,3,4
0xa0a6...02b4,151,5,1
0x3a09...9cc5,1006,3,4
0x467d...ae69,160,5,1
0xa47b...1870,1000,3,4
0xe472...9029,1009,3,4
0xcf38...0683,168,5,1
0xf6b9...aa1c,151,5,1
0xdd5a...dd34,1100,3,4
0xc96f...6bcb,500,4,2
0xcbfd...ceb4,1012,3,4
0xc347...5c65,150,5,1
0xfa10...7714,1009,3,4
0x5661...7eeb,1652,3,6
0xd2dd...7a40,1000,3,4
0x2863...8031,1201,3,4
0x4db1...8220,160,5,1
0x77ad...18ac,1000,3,4
0x8571...49ce,1001,3,4
0xb57b...35c8,1005,3,4
0xd7ae...3909,1126,3,4
0x960d...ebe8,1001,3,4
0xf097...610e,1000,3,4
0x495e...d23b,175,5,1
0x0263...da9b,1004,3,4
0x5a06...53cd,1010,3,4
0x3fb9...80b2,150,5,1
0x0102...4825,1010,3,4
0xc748...97c9,1000,3,4
0x50ba...b055,1000,3,4
0x868e...b7e6,501,4,2
0xc17a...7828,1240,3,4
0x787b...b396,507,4,2
0xe7c0...16ed,1000,3,4
0xd0e7...05d4,1050,3,4
0x3265...6426,150,5,1
0x6dd7...6b3e,153,5,1
0xccc9...e0a5,500,4,2
0x3287...7408,1530,3,6
0xb00f...0791,1050,3,4
0x7acc...b39e,1000,3,4
0x128c...4d22,1009,3,4
0xd64e...36e6,500,4,2
0xf072...a872,1000,3,4
0xb58a...5262,1005,3,4
0x395d...577e,1000,3,4
0x2c8c...e80b,1012,3,4
0xd5ae...bc26,1000,3,4
0x0b46...dfca,1004,3,4
0xe7c0...16ed,1000,3,4
0xf5b1...8229,636,4,2
0x087f...554b,1328,3,5
0x485e...bb88,1140,3,4
0x69cf...4919,1170,3,4
0xff86...9e49,1000,3,4
0xbd84...6a35,1000,3,4
0x4f83...e1b6,1013,3,4
0x8f7a...70e4,500,4,2
0x1b05...6d3a,1021,3,4
0x0770...b916,1115,3,4
0xb30f...cb8d,507,4,2
0x2411...4949,1042,3,4
0x1190...b27f,1000,3,4
0x9424...d9dc,1013,3,4
0x0c4a...15ba,1000,3,4
0xb0ca...b203,1010,3,4
0xa227...b143,1000,3,4
0xf7e1...38f6,1005,3,4
0xfaca...8884,1740,3,6
0x88c0...62ab,1000,3,4
0xd0e7...05d4,1050,3,4
0x0102...4825,1010,3,4
0xfa51...4dff,1033,3,4
0x3f3b...940d,1000,3,4
0x34cb...1d0d,1016,3,4
0x512e...8fa3,1012,3,4
0x5661...7eeb,1652,3,6
0x395d...577e,1000,3,4
0x0a5c...cc22,1511,3,6
0x8591...b51e,1017,3,4
0xf7e1...38f6,1005,3,4
0x512e...8fa3,1012,3,4
0xfa10...7714,1009,3,4
0x680a...05be,504,4,2
0x0a5c...cc22,1511,3,6
0xb3b8...881b,1232,3,4
0xd491...cd7d,1001,3,4
0x2099...c80c,153,5,1
0xa1fb...6492,1015,3,4
0x3d7f...8383,1257,3,5
0x46db...df70,513,4,2
0x3d7f...8383,1257,3,5
0xb58a...5262,1005,3,4
0xb9fd...1c40,1001,3,4
0xfa10...7714,1009,3,4
0xeb00...11c3,1010,3,4
0xa75f...84e9,1012,3,4
0xfcda...25a9,1000,3,4
0x977b...772c,500,4,2
0x8591...b51e,1017,3,4
0x07c9...f109,1000,3,4
0xdd5a...dd34,1100,3,4
0xed29...4996,218,5,1
0x3fea...f831,1007,3,4
0xf896...b911,540,4,2
0x485e...bb88,1140,3,4
0x87f5...a695,1033,3,4
0x34cb...1d0d,1016,3,4
0xa227...b143,1000,3,4
0x7934...be39,1118,3,4
0xc115...2021,1000,3,4
0xfaca...8884,1740,3,6
0xceb4...0e1c,507,4,2
0xbd84...6a35,1000,3,4
0x17b3...557b,1471,3,5
0x8558...e58c,1019,3,4
0x17b7...b283,1062,3,4
0xc115...2021,1000,3,4
0xfcc0...b598,501,4,2
0xcbfd...ceb4,1012,3,4
0x7676...112d,505,4,2
0x8a87...ef98,1000,3,4
0x235f...22d2,1002,3,4
0x3cc1...5dc4,1002,3,4
0xeb00...11c3,1010,3,4
0x02c2...b179,1000,3,4
0x5d9f...4f1a,507,4,2
0xc600...127e,1008,3,4
0x1b32...bd0b,1014,3,4
0xb58a...5262,1005,3,4
0xd522...4add,1521,3,6
0xb8d1...87ae,1113,3,4
0x1167...9a78,1059,3,4
0x4e9c...6d06,150,5,1
0x0885...9526,679,4,2
0x3703...bac0,1000,3,4
0x1c9d...adc5,1089,3,4
0x4006...6d15,157,5,1
0x12fb...df48,1000,3,4
0xcbfd...ceb4,1012,3,4
0xa4a7...f3e6,1001,3,4
0xd9b7...01be,500,4,2
0x9e46...a8cf,150,5,1
0xb8d1...87ae,1113,3,4
0xfaca...8884,1740,3,6
0x56af...6efc,523,4,2
0x5a06...53cd,1010,3,4
0xd2dd...7a40,1000,3,4
0xa57c...0d73,1001,3,4
0x0a5c...cc22,1511,3,6
0x8ca9...45d2,1001,3,4
0xdeb2...7a87,1001,3,4
0x4362...c417,1001,3,4
0x0102...4825,1010,3,4
0xa728...b4f6,501,4,2
0x5661...7eeb,1652,3,6
0xdd5a...dd34,1100,3,4
0x0a5c...cc22,1511,3,6
0x485e...bb88,1140,3,4
0x77ad...18ac,1000,3,4
0xa52e...8cf5,1060,3,4
0x2a8b...be2f,150,5,1
0x512e...8fa3,1012,3,4
0xa7d6...2520,500,4,2
0xbd84...6a35,1000,3,4
0xb00f...0791,1050,3,4
0x7e41...7d6c,1027,3,4
0xfcda...25a9,1000,3,4
0xb57b...35c8,1005,3,4
0x8591...b51e,1017,3,4
0xa1fb...6492,1015,3,4
0xb3b8...881b,1232,3,4
0x8ab0...260a,1000,3,4
0xa75f...84e9,1012,3,4
0x1d97...0702,163,5,1
0x07c9...f109,1000,3,4
0x5c22...c7ec,160,5,1
0xd740...7371,1008,3,4
0xa1fb...6492,1015,3,4
0x1c32...8da3,514,4,2
0xb676...5bce,1000,3,4
0x3a87...5732,1010,3,4
0xf50e...c8e0,511,4,2
0xb676...5bce,1000,3,4
0x7362...4b22,1000,3,4
0xa52e...8cf5,1060,3,4
0x17a5...1eed,1011,3,4
0xf3b4...ebe6,2100,3,8
0x8a70...383c,1033,3,4
0xa47b...1870,1000,3,4
0xc600...127e,1008,3,4
0xdeb2...7a87,1001,3,4
0x68da...8e9a,1000,3,4
0x1cae...63ad,1000,3,4
0x7d96...4a9b,155,5,1
0x0f82...ed0b,505,4,2
0x6bc1...fd7f,1000,3,4
0xa3dd...d063,153,5,1
0x7abe...b945,1004,3,4
0x5631...7d9e,501,4,2
0xc6e1...0d97,1000,3,4
0x1617...c181,1015,3,4
0x00e9...d60a,1000,3,4
0xc205...1bda,1027,3,4
0x12fb...df48,1000,3,4
0x0c4a...15ba,1000,3,4
0x395d...577e,1000,3,4
0xa227...b143,1000,3,4
0x8571...49ce,1001,3,4
0x69cf...4919,1170,3,4
0xf421...ca7a,1001,3,4
0xfa51...4dff,1033,3,4
0xb9fd...1c40,1001,3,4
0x69cf...4919,1170,3,4
0xb8d1...87ae,1113,3,4
0x1b32...bd0b,1014,3,4
0xa57c...0d73,1001,3,4
0xf097...610e,1000,3,4
0x1cae...63ad,1000,3,4
0x7463...0124,1046,3,4
0x4cad...f9be,1543,3,6
0xd9b7...01be,500,4,2
0x4ba1...213e,1010,3,4
0x006f...60ee,152,5,1
0x831c...c4e7,1002,3,4
0x14c3...2a56,1035,3,4
0x50ba...b055,1000,3,4
0x25d9...159d,508,4,2
0xd0e7...05d4,1050,3,4
0x3cc1...5dc4,1002,3,4
0x6437...c60e,1000,3,4
0x3033...d915,1005,3,4
0xaac1...0ef1,1028,3,4
0x81dc...b794,1004,3,4
0xd522...4add,1521,3,6
0xaf69...58ca,1000,3,4
0x43ba...7162,1014,3,4
0x4ba1...213e,1010,3,4
0xc37e...2ca7,1000,3,4
0xfaca...8884,1740,3,6
0x3287...7408,1530,3,6
0x4186...8cff,151,5,1
0x8a42...be70,500,4,2
0xf072...a872,1000,3,4
0x0770...b916,1115,3,4
0xf50e...c8e0,511,4,2
0x43ba...7162,1014,3,4
0xfaca...8884,1740,3,6
0x7a01...6b01,504,4,2
0x4c73...9f7f,151,5,1
0xc600...127e,1008,3,4
0xeb20...6eaa,1000,3,4
0xc37e...2ca7,1000,3,4
0x0474...5a85,1000,3,4
0x9980...4f3b,1007,3,4
0x2c6a...d472,1013,3,4
0xfde6...408b,1991,3,7
0xe232...f822,500,4,2
0x4362...c417,1001,3,4
0xe70a...3b4b,503,4,2
0xb104...9d86,512,4,2
0x2bc9...faed,154,5,1
0x8dba...6a76,151,5,1
0x2c6a...d472,1013,3,4
0xfaf2...d1c6,1000,3,4
0x0538...91b2,1000,3,4
0xb73a...4568,503,4,2
0xf3cc...48b3,1016,3,4
0xa415...5205,160,5,1
0x868e...b7e6,501,4,2
0xe0c2...5e2b,2750,3,11
0x082c...c878,1020,3,4
0x9054...3e47,1021,3,4
0xbbcb...0f62,150,5,1
0x0c85...915c,500,4,2
0xf3cc...48b3,1016,3,4
0x0a5c...cc22,1511,3,6
0x55b9...20f7,500,4,2
0xa8d1...c116,1002,3,4
0xf81b...c96c,503,4,2
0x6792...fe5a,150,5,1
0x431b...32b6,646,4,2
0x78d0...ba97,300,5,1
0xd491...cd7d,1001,3,4
0x3fea...f831,1007,3,4
0x17a5...1eed,1011,3,4
0x933d...b244,1077,3,4
0x24e2...45bf,1019,3,4
0x640b...1797,525,4,2
0xe232...f822,500,4,2
0x07c9...f109,1000,3,4
0xf3b4...ebe6,2100,3,8
0xe9d8...fda3,1038,3,4
0x68da...8e9a,1000,3,4
0x8591...b51e,1017,3,4
0x81dc...b794,1004,3,4
0xc37e...2ca7,1000,3,4
0xb3b8...881b,1232,3,4
0x4b54...36a0,503,4,2
0x1b32...bd0b,1014,3,4
0xe9d8...fda3,1038,3,4
0xb00f...0791,1050,3,4
0xa4a7...f3e6,1001,3,4
0x082c...c878,1020,3,4
0x0263...da9b,1004,3,4
0xa728...b4f6,501,4,2
0x81dc...b794,1004,3,4
0x77cc...c4d6,1603,3,6
0x3287...7408,1530,3,6
0x0e26...dadb,1001,3,4
0x0c4a...15ba,1000,3,4
0xfaf2...d1c6,1000,3,4
0x1b05...6d3a,1021,3,4
0x4cad...f9be,1543,3,6
0x128c...4d22,1009,3,4
0xfaf2...d1c6,1000,3,4
0xf3b4...ebe6,2100,3,8
0x7934...be39,1118,3,4
0x4fcf...c381,151,5,1
0x7463...0124,1046,3,4
0xfde6...408b,1991,3,7
0x8dd9...c661,585,4,2
0x8a70...383c,1033,3,4
0x960d...ebe8,1001,3,4
0xd624...d0c1,1000,3,4
0x2863...8031,1201,3,4
0x64a2...e289,1000,3,4
0x14c3...2a56,1035,3,4
0x77cc...c4d6,1603,3,6
0x3cc1...5dc4,1002,3,4
0xfde6...408b,1991,3,7
0x9f57...5f46,372,5,1
0x3e76...45ad,1010,3,4
0xf7e1...38f6,1005,3,4
0x6bc1...fd7f,1000,3,4
0x8a70...383c,1033,3,4
0x4590...662b,157,5,1
0x02c2...b179,1000,3,4
0x4243...5501,1191,3,4
0x431b...32b6,646,4,2
0xd491...cd7d,1001,3,4
0xb44f...afb7,153,5,1
0x1536...221e,152,5,1
0xc205...1bda,1027,3,4
0xd624...d0c1,1000,3,4
0xeb00...11c3,1010,3,4
0x2c8c...e80b,1012,3,4
0x4cad...f9be,1543,3,6
0x470f...8b95,1038,3,4
0xb58a...5262,1005,3,4
0x3aab...f261,153,5,1
0xbf05...0b9e,1013,3,4
0xf5b1...8229,636,4,2
0x8571...49ce,1001,3,4
0x17b7...b283,1062,3,4
0x4047...697b,150,5,1
0x1167...9a78,1059,3,4
0x3cc1...5dc4,1002,3,4
0x4a51...6b04,503,4,2
0xe28d...4d77,156,5,1
0x2765...df73,1005,3,4
0x24e2...45bf,1019,3,4
0xa57c...0d73,1001,3,4
0x373b...ce96,1001,3,4
0x97d3...a281,1001,3,4
0xbce5...0150,1000,3,4
0xaac1...0ef1,1028,3,4
0x17b3...557b,1471,3,5
0xf3b4...ebe6,2100,3,8
0x8ab0...260a,1000,3,4
0x0a5c...cc22,1511,3,6
0x56e5...ad54,166,5,1
0x9003...76d2,154,5,1
0x7acc...b39e,1000,3,4
0xdeb2...7a87,1001,3,4
0x9a08...7205,1006,3,4
0x72c5...9b76,1008,3,4
0x64a2...e289,1000,3,4
0xa417...fb07,1002,3,4
0x1723...7613,175,5,1
0x2b2d...4b9a,500,4,2
0x9980...4f3b,1007,3,4
0x64a2...e289,1000,3,4
0x8571...49ce,1001,3,4
0x87f5...a695,1033,3,4
0x0538...91b2,1000,3,4
0x1ca8...1f2a,151,5,1
0xc17a...7828,1240,3,4
0x8b3b...a981,502,4,2
0x685c...8bc9,1085,3,4
0x17b3...557b,1471,3,5
0x2b2d...4b9a,500,4,2
0x8ceb...f1ee,1064,3,4
0x88c0...62ab,1000,3,4
0x418b...a5dd,1070,3,4
0x5a06...53cd,1010,3,4
0xb676...5bce,1000,3,4
0xff86...9e49,1000,3,4
0xf4f9...0824,150,5,1
0x630c...1010,170,5,1
0x8a42...be70,500,4,2
0x2863...8031,1201,3,4
0x4b54...36a0,503,4,2
0xb0ca...b203,1010,3,4
0x3a09...9cc5,1006,3,4
0x4f3f...4a31,152,5,1
0x8ab0...260a,1000,3,4
0x5631...7d9e,501,4,2
0xc6e1...0d97,1000,3,4
0x960d...ebe8,1001,3,4
0xac0b...e903,1000,3,4
0xe0c2...5e2b,2750,3,11
0x7e41...7d6c,1027,3,4
0xd491...cd7d,1001,3,4
0x5037...62ce,158,5,1
0x2765...df73,1005,3,4
0xdf2a...e9a8,152,5,1
0x51b4...1236,155,5,1
0xaf69...58ca,1000,3,4
0x0e26...dadb,1001,3,4
0x5661...7eeb,1652,3,6
0xb73a...4568,503,4,2
0x732d...b2a7,1000,3,4
0xf072...a872,1000,3,4
0x8ab0...260a,1000,3,4
0x01ed...c55e,506,4,2
0x17b3...557b,1471,3,5
0xc832...0a0e,507,4,2
0x1f1f...4b6e,504,4,2
0xe5c3...20b6,160,5,1
0x2c8c...e80b,1012,3,4
0xb3b8...881b,1232,3,4
0x1190...b27f,1000,3,4
0x98d4...5990,1149,3,4
0x7362...4b22,1000,3,4
0x8558...e58c,1019,3,4
0x4f83...e1b6,1013,3,4
0xd522...4add,1521,3,6
0xaf03...87af,1005,3,4
0xaf03...87af,1005,3,4
0xc29c...9496,153,5,1
0xf3b4...ebe6,2100,3,8
0x77cc...c4d6,1603,3,6
0x9121...39f5,1010,3,4
0x732d...b2a7,1000,3,4
0x87f5...a695,1033,3,4
0x17b7...b283,1062,3,4
0xf097...610e,1000,3,4
0xd30c...7967,1000,3,4
0x640b...1797,525,4,2
0xa1fb...6492,1015,3,4
0x77cc...c4d6,1603,3,6
0x17a5...1eed,1011,3,4
0x77e3...3026,150,5,1
0xe9d8...fda3,1038,3,4
0x090c...5f2c,1070,3,4
0x0752...c807,1007,3,4
0xf4e7...4715,153,5,1
0x8ae7...b9e5,1020,3,4
0x185d...e3e6,526,4,2
0xfde6...408b,1991,3,7
0x2d90...99d4,500,4,2
0x68da...8e9a,1000,3,4
0xacf1...53c2,159,5,1
0x422c...c5dd,1000,3,4
0x3287...7408,1530,3,6
0xe7c0...16ed,1000,3,4
0xe9d8...fda3,1038,3,4
0xc17a...7828,1240,3,4
0x86fe...f277,152,5,1
0x1617...c181,1015,3,4
0x409b...9f00,150,5,1
0x3287...7408,1530,3,6
0x8dd9...c661,585,4,2
0x0538...91b2,1000,3,4
0x933d...b244,1077,3,4
0x3f3b...940d,1000,3,4
0xaf69...58ca,1000,3,4
0x1c9d...adc5,1089,3,4
0x8558...e58c,1019,3,4
0x128c...4d22,1009,3,4
0x087f...554b,1328,3,5
0x2c8c...e80b,1012,3,4
0x17b7...b283,1062,3,4
0xeb00...11c3,1010,3,4
0x395d...577e,1000,3,4
0xa47b...1870,1000,3,4
0xb57b...35c8,1005,3,4
0x97d3...a281,1001,3,4
0x34cb...1d0d,1016,3,4
0x2411...4949,1042,3,4
0xa227...b143,1000,3,4
0x4243...5501,1191,3,4
0xf3cc...48b3,1016,3,4
0x3aed...091a,509,4,2
0x0f1b...04f5,150,5,1
0x1190...b27f,1000,3,4
0x685c...8bc9,1085,3,4
0x3a09...9cc5,1006,3,4
0x0740...ab57,500,4,2
0x0102...4825,1010,3,4
0xef59...d3db,150,5,1
0x34cb...1d0d,1016,3,4
0x0cb0...59c8,503,4,2
0xe472...9029,1009,3,4
0x472b...3f3f,500,4,2
0x1cae...63ad,1000,3,4
0x7acc...b39e,1000,3,4
0xfb07...c3f8,1001,3,4
0xb00f...0791,1050,3,4
0xde67...8aa3,1015,3,4
0x3287...7408,1530,3,6
0x2765...df73,1005,3,4
0xe0c2...5e2b,2750,3,11
0x0752...c807,1007,3,4
0x87ac...2c54,200,5,1
0x3a87...5732,1010,3,4
0xf421...ca7a,1001,3,4
0xb57b...35c8,1005,3,4
0xb0ca...b203,1010,3,4
0x732d...b2a7,1000,3,4
0xa4a7...f3e6,1001,3,4
0xbce5...0150,1000,3,4
0x72c5...9b76,1008,3,4
0xe8cb...936f,1034,3,4
0x50cd...094f,150,5,1
0x3703...bac0,1000,3,4
0x4ba1...213e,1010,3,4
0x6437...c60e,1000,3,4
0xac0b...e903,1000,3,4
0x00e9...d60a,1000,3,4
0x9a08...7205,1006,3,4
0xa7d6...2520,500,4,2
0xac0b...e903,1000,3,4
0xfde6...408b,1991,3,7
0x5890...ace6,1200,3,4
0x933d...b244,1077,3,4
0x0770...b916,1115,3,4
0x4ba1...213e,1010,3,4
0x00e9...d60a,1000,3,4
0x5890...ace6,1200,3,4
0x3238...5564,500,4,2
0x7463...0124,1046,3,4
0x0752...c807,1007,3,4
0x9424...d9dc,1013,3,4
0x9fbf...f1df,150,5,1
0x88c0...62ab,1000,3,4
0x5890...ace6,1200,3,4
0xc748...97c9,1000,3,4
0xa8d1...c116,1002,3,4
0xa8a2...7740,155,5,1
0xf20f...1906,1006,3,4
0xf81b...c96c,503,4,2
0x56af...6efc,523,4,2
0xfcda...25a9,1000,3,4
0xbf05...0b9e,1013,3,4
0x3033...d915,1005,3,4
0xc748...97c9,1000,3,4
0x98d4...5990,1149,3,4
0x32e6...154c,505,4,2
0x418b...a5dd,1070,3,4
0xb9fd...1c40,1001,3,4
0x422c...c5dd,1000,3,4
0xd2dd...7a40,1000,3,4
0x7abe...b945,1004,3,4
0x472b...3f3f,500,4,2
0x55b9...20f7,500,4,2
0x9121...39f5,1010,3,4
0x5775...52fb,153,5,1
0x43ba...7162,1014,3,4
0x9034...2130,154,5,1
0x1b05...6d3a,1021,3,4
0x732d...b2a7,1000,3,4
0x831c...c4e7,1002,3,4
0x3f3b...940d,1000,3,4
0xc17a...7828,1240,3,4
0x8f7a...70e4,500,4,2
0x3033...d915,1005,3,4
0x7a01...6b01,504,4,2
0xff86...9e49,1000,3,4
0x087f...554b,1328,3,5
0x960d...ebe8,1001,3,4
0xaf69...58ca,1000,3,4
0xcbb5...b4c3,150,5,1
0xf5ed...cca6,500,4,2
0x7362...4b22,1000,3,4
0x977b...772c,500,4,2
0x3238...5564,500,4,2
0x0740...ab57,500,4,2
0xd624...d0c1,1000,3,4
0xbf05...0b9e,1013,3,4
0xf421...ca7a,1001,3,4
0x3bd2...5e17,250,5,1
0x235f...22d2,1002,3,4
0xb223...9f2c,150,5,1
0xb676...5bce,1000,3,4
0x01ed...c55e,506,4,2
0x7fd6...a1e4,513,4,2
0x02c2...b179,1000,3,4
0x470f...8b95,1038,3,4
0xd522...4add,1521,3,6
0x082c...c878,1020,3,4
0x1c32...8da3,514,4,2
0xf3b4...ebe6,2100,3,8
0xfb07...c3f8,1001,3,4
0x5142...5013,503,4,2
0xdd5a...dd34,1100,3,4
0x787b...b396,507,4,2
0x087f...554b,1328,3,5
0x8a70...383c,1033,3,4
0x9121...39f5,1010,3,4
0x1942...a5bf,151,5,1
0x9424...d9dc,1013,3,4
0xe0c2...5e2b,2750,3,11
0x8ceb...f1ee,1064,3,4
0x14c3...2a56,1035,3,4
0x831c...c4e7,1002,3,4
0x7abe...b945,1004,3,4
0xd5ae...bc26,1000,3,4
0xd64e...36e6,500,4,2
0xa417...fb07,1002,3,4
0x9424...d9dc,1013,3,4
