ETH Address, Stake, Tier, Participation Weight
0x2411...4949,1042,3,4
0x14c3...2a56,1035,3,4
0xf097...610e,1000,3,4
0x8a42...be70,150,5,1
0x40a6...0741,162,5,1
0x0c85...915c,500,4,2
0xf6d6...4f9c,1014,3,4
0x007e...eb8f,1230,3,4
0x395d...577e,1000,3,4
0xa227...b143,1000,3,4
0xfcda...25a9,1000,3,4
0xd3ae...77e7,1004,3,4
0x2070...ea34,1000,3,4
0x34cb...1d0d,1016,3,4
0x43ba...7162,1014,3,4
0xb7a1...1253,1278,3,5
0x7457...93f4,1000,3,4
0x4e65...c954,1000,3,4
0x5890...ace6,1200,3,4
0x98a6...ae5a,1505,3,6
0x8c4c...dd4e,1016,3,4
0x118e...d504,500,4,2
0x56e5...ad54,166,5,1
0x05b1...0b31,1059,3,4
0xbcfd...a7ff,1559,3,6
0x680a...05be,504,4,2
0x831c...c4e7,1002,3,4
0x56c1...cfc5,154,5,1
0x7463...0124,1046,3,4
0x22c4...73f0,200,5,1
0x1dc1...8a20,151,5,1
0x8ceb...f1ee,1064,3,4
0xa5bb...ac9a,1422,3,5
0x8558...e58c,1019,3,4
0x0aa4...9580,1005,3,4
0x202c...c4ac,502,4,2
0x1f91...05b9,1000,3,4
0xdf84...f6bc,501,4,2
0x07c9...f109,1000,3,4
0x61f4...75d3,1002,3,4
0x3eb2...5cbd,501,4,2
0x8571...49ce,1001,3,4
0x84be...7abd,1000,3,4
0x2ce3...1635,503,4,2
0x1efa...9253,1019,3,4
0x5d94...bc0a,1153,3,4
0xc748...97c9,1000,3,4
0xd491...cd7d,514,4,2
0xfbde...b2a2,1002,3,4
0x4f3f...4a31,152,5,1
0xdcae...82c4,163,5,1
0x0382...9c73,1002,3,4
0xd30c...7967,1000,3,4
0xafc3...a3ff,513,4,2
0x4e9c...6d06,150,5,1
0x4225...20da,1000,3,4
0xfea8...e23f,1335,3,5
0x85b8...c928,1095,3,4
0xfa10...7714,1009,3,4
0x380d...daf7,501,4,2
0xf596...4420,150,5,1
0xb7e0...7c5c,1003,3,4
0x7bbc...eadf,500,4,2
0x2c8c...e80b,1012,3,4
0x8110...2697,163,5,1
0x128c...4d22,1009,3,4
0xfd78...8601,1250,3,5
0xdfa8...24db,1001,3,4
0x4cd9...41ba,150,5,1
0xd97a...9dc8,1050,3,4
0x50ba...b055,1000,3,4
0xa70b...86dd,154,5,1
0xcf38...0683,168,5,1
0x5a06...53cd,1010,3,4
0x6ac6...680b,1000,3,4
0x8ab0...260a,1000,3,4
0xe70a...3b4b,503,4,2
0x7c11...8a44,1006,3,4
0xc840...a3d0,1000,3,4
0x9acf...7817,1304,3,5
0xc115...2021,1000,3,4
0xf81b...c96c,503,4,2
0x4f50...4815,1005,3,4
0x8a70...383c,1033,3,4
0x1b05...6d3a,1021,3,4
0xeb20...6eaa,530,4,2
0xbdcb...0e9d,502,4,2
0x090c...5f2c,1070,3,4
0x2863...8031,1201,3,4
0x8b3b...a981,190,5,1
0xd5ae...bc26,1000,3,4
0x586b...4f10,1005,3,4
0x472b...3f3f,500,4,2
0x485e...cbcc,1005,3,4
0x8a87...ef98,1000,3,4
0xa54a...a4e0,150,5,1
0x7176...0acd,1004,3,4
0x3d57...d28b,1012,3,4
