ETH Address,Stake,Tier,Participation
0x1084...178a,501,4,2
0x43a0...0043,151,5,1
0x13e0...95b3,150,5,1
0xc06a...99a0,1656,3,6
0x15d1...5b39,500,4,2
0x637c...b7b8,1013,3,4
0x0f3a...5353,1002,3,4
0x8ed4...1786,1003,3,4
0xf151...0b1d,208,5,1
0x148a...e04e,1002,3,4
0xc1d7...5ced,500,4,2
0x45e9...293e,531,4,2
0xfb44...fa58,245,5,1
0x2863...8031,1201,3,4
0x89a8...5b0d,246,5,1
0x71b0...1e3b,1431,3,5
0x0752...c807,501,4,2
0xfc70...4507,1033,3,4
0xcee7...35b3,203,5,1
0xbdcb...0e9d,151,5,1
0x42b3...c2e4,500,4,2
0x52b2...275b,150,5,1
0x9240...9071,204,5,1
0x7358...bfea,694,4,2
0x840d...7967,1001,3,4
0xe0c2...5e2b,2750,3,11
0x5b5d...9c27,513,4,2
0xf7e1...38f6,1005,3,4
0xbcb2...3729,1000,3,4
0x346c...a8b1,750,4,2
0x59f7...ccd8,1008,3,4
0x52eb...a9b3,1000,3,4
0x45fb...52eb,300,5,1
0x98d2...b402,158,5,1
0x0b4f...5be1,151,5,1
0xb3cf...155c,1000,3,4
0x87b6...1a2d,257,5,1
0xd71a...9e22,1010,3,4
0xc347...a611,1002,3,4
0x890d...c6e9,766,4,2
0xe011...5b54,215,5,1
0x9d8f...af32,300,5,1
0xf3f7...e831,156,5,1
0x721e...b771,600,4,2
0xc287...08ed,1012,3,4
0xf39e...4b18,712,4,2
0x046a...43bc,154,5,1
0xfea8...e23f,1213,3,4
0x9c90...211b,162,5,1
0xb38d...486c,159,5,1
0x8bee...8b06,1321,3,5
0x302d...5ade,150,5,1
0x0770...b916,1115,3,4
0x43d9...1e62,1001,3,4
0x4f2e...4360,1120,3,4
0xd4e9...d2cc,639,4,2
0x965f...acb0,151,5,1
0x4dd5...e932,2421,3,9
0x28ea...daef,519,4,2
0x0308...b9d0,1027,3,4
0x2280...161b,196,5,1
0x966a...11be,594,4,2
0x50fb...dac3,580,4,2
0x011d...fc83,1000,3,4
0x0474...5a85,504,4,2
0x8b76...d54e,150,5,1
0x23d3...5936,501,4,2
0x1644...e7c7,1731,3,6
0xb9e9...c248,160,5,1
0x1917...53b8,1000,3,4
0x2020...5ebf,501,4,2
0xe92a...9ed0,154,5,1
0xc17a...7828,1240,3,4
0x247f...deb8,1007,3,4
0xbfad...ad6c,1000,3,4
0xfc70...4507,1033,3,4
0xe8fd...88fe,200,5,1
0xc0af...89ee,152,5,1
0x6d36...e513,2002,3,8
0xfd3b...5f0b,1002,3,4
0x4ea7...814b,184,5,1
0x7457...93f4,1000,3,4
0x48a9...ce95,150,5,1
0xb3b8...881b,523,4,2
0xa728...b4f6,501,4,2
0x542a...11e8,721,4,2
0xb17d...d97e,1001,3,4
0x6d36...e513,2002,3,8
0x3a73...4ad7,1028,3,4
0xd2f1...9a08,163,5,1
0xbeca...bab3,1137,3,4
0x7a01...6b01,253,5,1
0x51bd...dd53,199,5,1
0xe059...86dc,1000,3,4
0xdb9d...37ca,1004,3,4
0xd6a5...ba07,501,4,2
0x933d...b244,1077,3,4
0xb6fb...bb62,1032,3,4
0x8810...c89f,1001,3,4
0x32e9...2017,1103,3,4
0x04cd...0762,160,5,1
0x41af...5800,152,5,1
0x36d2...7479,201,5,1
0xbabf...5419,200,5,1
0xa275...6335,1007,3,4
0xb104...9d86,512,4,2
0x41f2...e9b7,500,4,2
0x3a0b...b32f,155,5,1
0x3a7b...47ce,150,5,1
0xfd46...6a41,1005,3,4
0xdda5...3f07,164,5,1
0xee7c...9990,1004,3,4
0x3ae5...b067,500,4,2
0xd3e7...25f1,523,4,2
0xc578...f674,500,4,2
0x8647...d6df,1000,3,4
0xa1f9...9609,1201,3,4
0x704e...5f3c,1005,3,4
0x090c...5f2c,613,4,2
0x7367...1907,1000,3,4
0x247f...deb8,1007,3,4
0xf7fd...5901,153,5,1
0xf751...e4b4,1246,3,4
0xefb9...5ea0,1000,3,4
0xf39e...4b18,712,4,2
0xa6c9...2165,1543,3,6
0x4717...d944,1002,3,4
0xf5d6...610f,1000,3,4
0x81e3...4f5f,1000,3,4
0xbf86...74cb,1000,3,4
0xc840...a3d0,500,4,2
0xa3b7...b1b6,178,5,1
0x82cf...41f8,1007,3,4
0xea3a...d3b0,1003,3,4
0x9e13...8215,1000,3,4
0xc925...5610,171,5,1
0x3356...0379,513,4,2
0x81ce...8cf1,500,4,2
0x85b8...c928,1095,3,4
0x319c...c6c1,188,5,1
0x35a2...4b81,1503,3,6
0xee83...b793,1001,3,4
0xa6c9...2165,1543,3,6
0xd546...2354,501,4,2
0x947f...74d2,2263,3,9
0x8ed4...1786,1003,3,4
0x421a...c2c7,500,4,2
0x006f...60ee,152,5,1
0xd71a...9e22,1010,3,4
0xa6c9...2165,1543,3,6
0x9d9b...c9b2,500,4,2
0x1920...6546,1933,3,7
0xedca...7038,210,5,1
0x3806...02e7,1007,3,4
0xcc22...52ca,300,5,1
0xcfab...293f,500,4,2
0x8883...7d25,1002,3,4
0xf0a9...424a,153,5,1
0x8dc5...4f16,1009,3,4
0xa677...bf0d,1000,3,4
0xec3c...6dc4,594,4,2
0x3af4...d85a,1000,3,4
0xb0f7...b223,561,4,2
0x43d9...1e62,1001,3,4
0xf890...837a,1489,3,5
0xcdce...cee1,2018,3,8
0x4f2e...4360,1120,3,4
0x6dc6...4b50,501,4,2
0x7bd3...0b37,1000,3,4
0x35a2...4b81,1503,3,6
0x800f...44cc,1000,3,4
0xcdce...cee1,2018,3,8
0xf4cb...817a,750,4,2
0x78d0...ba97,300,5,1
0x4da6...7111,150,5,1
0x1eaf...aace,1236,3,4
0x6d3f...c63c,500,4,2
0x991f...4be1,502,4,2
0xba52...f1e8,153,5,1
0x6035...0512,150,5,1
0x3721...df2a,169,5,1
0x69d2...eb80,1529,3,6
0xeb35...a5ac,2020,3,8
0x5967...a437,1011,3,4
0x81e3...4f5f,1000,3,4
0xb2e2...0175,1000,3,4
0x303d...8d8f,501,4,2
0x5602...0428,2109,3,8
0x79f9...0b84,1001,3,4
0xd1c6...f3e2,1073,3,4
0x9617...d0de,500,4,2
0x090c...5f2c,613,4,2
0x8810...c89f,1001,3,4
0x580c...b05b,500,4,2
0x68da...8e9a,1000,3,4
0xac30...74d0,150,5,1
0xe8fb...8a09,510,4,2
0x0308...b9d0,1027,3,4
0xfd04...5929,1009,3,4
0x8dc5...4f16,1009,3,4
0x93b0...edb1,159,5,1
0xf890...837a,1489,3,5
0xac25...d2ec,1000,3,4
0xc680...687f,384,5,1
0xd136...b23e,150,5,1
0x03a0...3184,1009,3,4
0x3782...59bd,1013,3,4
0xa0ac...013d,500,4,2
0x1ae9...456a,1013,3,4
0x0b66...7f65,502,4,2
0x286d...2ba2,161,5,1
0xd9fd...15f8,151,5,1
0xd4ad...740d,1050,3,4
0xf27a...e127,155,5,1
0xc583...5d5c,1008,3,4
0x8bee...8b06,1321,3,5
0xf16b...35b3,523,4,2
0x303d...8d8f,501,4,2
0xf8b7...d1c8,155,5,1
0x3dbc...3b09,1000,3,4
0x1c9e...9cb8,1008,3,4
0xc832...0a0e,507,4,2
0xc583...5d5c,1008,3,4
0xc909...2dbe,1118,3,4
0xcc52...25f3,185,5,1
0x6ee7...e89c,614,4,2
0xbdd6...dfe2,150,5,1
0xf097...610e,200,5,1
0x86bf...743b,1000,3,4
0xc1ee...71ab,150,5,1
0xd20d...c3df,300,5,1
0x1a01...4981,1005,3,4
0x82bc...f958,153,5,1
0xf1ba...5788,1070,3,4
0xf320...4bec,1015,3,4
0xfff5...b455,150,5,1
0xc74d...77f0,1000,3,4
0x9a7d...0b1d,1000,3,4
0x1917...53b8,1000,3,4
0xdf3f...0404,1000,3,4
0x972f...661f,1000,3,4
0x92ca...192d,1000,3,4
0xa6c9...2165,1543,3,6
0xd32f...41a8,1005,3,4
0xecdd...be7d,3049,3,12
0x7591...c6e2,1001,3,4
0xb623...7efb,1006,3,4
0x8ceb...f1ee,1009,3,4
0xf18c...e9ff,1003,3,4
0x14f5...96b7,153,5,1
0x0308...b9d0,1027,3,4
0xb52f...9787,500,4,2
0xc3ca...62e4,155,5,1
0xe35a...b073,514,4,2
0xecf7...4433,150,5,1
0xc5f5...e311,500,4,2
0x0fdd...e2f7,150,5,1
0x3af4...d85a,1000,3,4
0xea3a...d3b0,1003,3,4
0xa0ac...013d,500,4,2
0x4dd5...e932,2421,3,9
0x2050...8d64,1000,3,4
0xbe43...5e0b,1514,3,6
0x5515...056a,559,4,2
0x4254...b20f,1000,3,4
0xecdd...be7d,3049,3,12
0x6d6d...8855,518,4,2
0x4654...1284,150,5,1
0x57fb...cbbb,2006,3,8
0x99f6...a375,1006,3,4
0x9be4...bcae,500,4,2
0x253b...7131,228,5,1
0xabdb...d985,150,5,1
0x4393...1d4e,1000,3,4
0xb5cd...d849,151,5,1
0xf1ba...5788,1070,3,4
0x32e1...db51,152,5,1
0xf3d0...93f4,207,5,1
0x9424...d9dc,1013,3,4
0x9077...5deb,200,5,1
0xaee9...f049,500,4,2
0x8e16...dcc4,1001,3,4
0x5358...76fc,547,4,2
0x65b1...082e,1145,3,4
0x2f54...4c1d,158,5,1
0x7a35...e347,2344,3,9
0x465d...d894,160,5,1
0xb3cf...155c,1000,3,4
0x68da...8e9a,1000,3,4
0x189f...c136,1560,3,6
0x4a44...2139,500,4,2
0x2804...ea94,1000,3,4
0x9d99...4f5a,500,4,2
0x3e68...c119,214,5,1
0x7457...93f4,1000,3,4
0x1b58...1e91,155,5,1
0xf25f...2ea0,153,5,1
0xecdd...be7d,3049,3,12
0xafa4...462c,510,4,2
0xe5cc...9f4e,1050,3,4
0x3aed...091a,407,5,1
0x77b0...2640,502,4,2
0xc9d0...5adb,307,5,1
0xbb0d...755c,500,4,2
0xbcae...8472,500,4,2
0x4254...b20f,1000,3,4
0x197f...7d4b,1104,3,4
0x61f4...75d3,1002,3,4
0xc06a...99a0,1656,3,6
0xb11a...2828,500,4,2
0x392a...c2eb,156,5,1
0x2f67...03b9,500,4,2
0xf501...409e,245,5,1
0x818d...5c50,1000,3,4
0x7422...b8a7,156,5,1
0xd1cb...ad5a,1004,3,4
0xf6b9...aa1c,151,5,1
0x77e3...3026,150,5,1
0x7e22...9d30,511,4,2
0x8bee...8b06,1321,3,5
0x5142...5013,503,4,2
0x3f80...6f1f,151,5,1
0xa099...dbce,1000,3,4
0x35cc...29f5,151,5,1
0x11de...8bfa,155,5,1
0x3f4e...80a7,170,5,1
0x09ff...bbf6,1000,3,4
0x62fb...99ca,167,5,1
0x0df1...b2aa,171,5,1
0x2a58...d205,150,5,1
0x7936...0726,538,4,2
0x2867...2c7c,500,4,2
0x9a7d...0b1d,1000,3,4
0xf43f...8117,150,5,1
0x1f2e...5ad2,151,5,1
0x35a2...4b81,1503,3,6
0xbf86...74cb,1000,3,4
0xcdce...cee1,2018,3,8
0xcdce...cee1,2018,3,8
0xfaca...8884,1740,3,6
0xeda4...eed9,1414,3,5
0x2521...1a80,500,4,2
0xc32c...e8eb,1003,3,4
0xee7c...9990,1004,3,4
0xf01c...efa3,1000,3,4
0x6d36...e513,2002,3,8
0x61f4...75d3,1002,3,4
0x3af4...d85a,1000,3,4
0x8f01...d06d,158,5,1
0xafe8...a72e,203,5,1
0xa4bd...4695,502,4,2
0x7463...0124,1046,3,4
0xb56b...c548,150,5,1
0x3d52...0e63,1521,3,6
0x32e9...2017,1103,3,4
0xfea8...e23f,1213,3,4
0xf37e...61d1,1002,3,4
