ETH Address, Stake, Tier, Participation Weight
0x1644...e7c7,1731,3,6
0x1644...e7c7,1731,3,6
0x1644...e7c7,1731,3,6
0x1682...4efb,216,5,1
0x16a6...8ca1,300,5,1
0x16b5...a684,150,5,1
0x16f3...0179,195,5,1
0x1723...7613,175,5,1
0x17a5...1eed,150,5,1
0x17b0...c10f,152,5,1
0x189f...c136,1560,3,6
0x189f...c136,1560,3,6
0x189f...c136,1560,3,6
0x189f...c136,1560,3,6
0x189f...c136,1560,3,6
0x189f...c136,1560,3,6
0x18bb...9b0c,1000,3,4
0x18bb...9b0c,1000,3,4
0x18bb...9b0c,1000,3,4
0x18bb...9b0c,1000,3,4
0x1917...53b8,1000,3,4
0x1917...53b8,1000,3,4
0x1917...53b8,1000,3,4
0x1917...53b8,1000,3,4
0x1920...6546,1933,3,7
0x1920...6546,1933,3,7
0x1920...6546,1933,3,7
0x1920...6546,1933,3,7
0x1920...6546,1933,3,7
0x1920...6546,1933,3,7
0x1920...6546,1933,3,7
0x1942...a5bf,151,5,1
0x197f...7d4b,1104,3,4
0x197f...7d4b,1104,3,4
0x197f...7d4b,1104,3,4
0x197f...7d4b,1104,3,4
0x197f...7955,150,5,1
0x19a9...a052,184,5,1
0x19c5...22a6,1005,3,4
0x19c5...22a6,1005,3,4
0x19c5...22a6,1005,3,4
0x19c5...22a6,1005,3,4
0x1a00...0fac,152,5,1
0x1a01...4981,1005,3,4
0x1a01...4981,1005,3,4
0x1a01...4981,1005,3,4
0x1a01...4981,1005,3,4
0x1a2d...66cf,150,5,1
0x1a34...da29,1009,3,4
0x1a34...da29,1009,3,4
0x1a34...da29,1009,3,4
0x1a34...da29,1009,3,4
0x1a7a...9d78,502,4,2
0x1a7a...9d78,502,4,2
0x1abb...79cd,1002,3,4
0x1abb...79cd,1002,3,4
0x1abb...79cd,1002,3,4
0x1abb...79cd,1002,3,4
0x1ae9...456a,1013,3,4
0x1ae9...456a,1013,3,4
0x1ae9...456a,1013,3,4
0x1ae9...456a,1013,3,4
0x1b25...0bf9,1010,3,4
0x1b25...0bf9,1010,3,4
0x1b25...0bf9,1010,3,4
0x1b25...0bf9,1010,3,4
0x1b58...1e91,155,5,1
0x1c0c...5994,612,4,2
0x1c0c...5994,612,4,2
0x1c72...d414,510,4,2
0x1c72...d414,510,4,2
0x1ca8...1f2a,151,5,1
0x1cc1...dff9,1003,3,4
0x1cc1...dff9,1003,3,4
0x1cc1...dff9,1003,3,4
0x1cc1...dff9,1003,3,4
0x1d48...9f7a,150,5,1
0x1d7a...f400,500,4,2
0x1d7a...f400,500,4,2
0x1e59...86b1,164,5,1
0x1e60...ccfa,150,5,1
0x1e9b...72d4,501,4,2
0x1e9b...72d4,501,4,2
0x1eaa...35bb,500,4,2
0x1eaa...35bb,500,4,2
0x1eaf...aace,1236,3,4
0x1eaf...aace,1236,3,4
0x1eaf...aace,1236,3,4
0x1eaf...aace,1236,3,4
0x1efa...9253,179,5,1
0x1f0d...a727,1029,3,4
0x1f0d...a727,1029,3,4
0x1f0d...a727,1029,3,4
0x1f0d...a727,1029,3,4
0x1f2e...5ad2,151,5,1
0x1fa2...4869,625,4,2
0x1fa2...4869,625,4,2
0x1ffd...6854,150,5,1
0x2050...8d64,1000,3,4
0x2050...8d64,1000,3,4
0x2050...8d64,1000,3,4
0x2050...8d64,1000,3,4
0x206d...d805,1634,3,6
0x206d...d805,1634,3,6
0x206d...d805,1634,3,6
0x206d...d805,1634,3,6
0x206d...d805,1634,3,6
0x206d...d805,1634,3,6
0x2099...c80c,153,5,1
0x214c...4931,1557,3,6
0x214c...4931,1557,3,6
0x214c...4931,1557,3,6
0x214c...4931,1557,3,6
0x214c...4931,1557,3,6
0x214c...4931,1557,3,6
0x218e...5460,501,4,2
0x218e...5460,501,4,2
0x21f9...d393,388,5,1
0x22c4...73f0,200,5,1
0x235f...22d2,150,5,1
0x2381...ce3b,1001,3,4
0x2381...ce3b,1001,3,4
0x2381...ce3b,1001,3,4
0x2381...ce3b,1001,3,4
0x23ba...41bd,500,4,2
0x23ba...41bd,500,4,2
0x23c7...7f2d,168,5,1
0x23d3...5936,501,4,2
0x23d3...5936,501,4,2
0x23e1...795c,150,5,1
0x23f5...f285,505,4,2
0x23f5...f285,505,4,2
0x242f...5d18,500,4,2
0x242f...5d18,500,4,2
0x2443...3332,501,4,2
0x2443...3332,501,4,2
0x2453...6008,211,5,1
0x2486...2b09,196,5,1
0x253b...7131,228,5,1
0x256a...e251,301,5,1
0x25a0...0a52,151,5,1
0x260e...fc55,805,4,2
0x260e...fc55,805,4,2
0x26a5...e144,502,4,2
0x26a5...e144,502,4,2
0x2759...4c20,153,5,1
0x2761...307f,152,5,1
0x27a4...3780,1013,3,4
0x27a4...3780,1013,3,4
0x27a4...3780,1013,3,4
0x27a4...3780,1013,3,4
0x2804...ea94,1000,3,4
0x2804...ea94,1000,3,4
0x2804...ea94,1000,3,4
0x2804...ea94,1000,3,4
0x2863...8031,1201,3,4
0x2863...8031,1201,3,4
0x2863...8031,1201,3,4
0x2863...8031,1201,3,4
0x2867...2c7c,500,4,2
0x2867...2c7c,500,4,2
0x286d...2ba2,161,5,1
0x2888...3eda,152,5,1
0x28ea...daef,519,4,2
0x28ea...daef,519,4,2
0x2967...e311,328,5,1
0x298b...5563,288,5,1
0x29bd...e120,182,5,1
0x2a1b...923a,219,5,1
0x2a37...e4a4,160,5,1
0x2a92...16f6,710,4,2
0x2a92...16f6,710,4,2
0x2af6...a1c1,500,4,2
0x2af6...a1c1,500,4,2
0x2b17...3403,1010,3,4
0x2b17...3403,1010,3,4
0x2b17...3403,1010,3,4
0x2b17...3403,1010,3,4
0x2b2d...4b9a,1006,3,4
0x2b2d...4b9a,1006,3,4
0x2b2d...4b9a,1006,3,4
0x2b2d...4b9a,1006,3,4
0x2b7a...bdd7,151,5,1
0x2c5c...f9bf,151,5,1
0x2cd8...4b67,1018,3,4
0x2cd8...4b67,1018,3,4
0x2cd8...4b67,1018,3,4
0x2cd8...4b67,1018,3,4
0x2ce3...1635,503,4,2
0x2ce3...1635,503,4,2
0x2d7e...fb97,154,5,1
0x2da4...9c50,256,5,1
0x2dab...b205,510,4,2
0x2dab...b205,510,4,2
0x2ddb...179b,160,5,1
0x2e9b...015f,150,5,1
0x2f06...16c5,188,5,1
0x2f18...754f,1787,3,7
0x2f18...754f,1787,3,7
0x2f18...754f,1787,3,7
0x2f18...754f,1787,3,7
0x2f18...754f,1787,3,7
0x2f18...754f,1787,3,7
0x2f18...754f,1787,3,7
0x2f54...4c1d,158,5,1
0x2f67...03b9,500,4,2
0x2f67...03b9,500,4,2
0x2fdb...32f0,151,5,1
0x2fdd...c19a,150,5,1
0x302d...5ade,150,5,1
0x303c...226f,265,5,1
0x303d...8d8f,501,4,2
0x303d...8d8f,501,4,2
0x304d...69b8,254,5,1
0x3146...af50,1272,3,5
0x3146...af50,1272,3,5
0x3146...af50,1272,3,5
0x3146...af50,1272,3,5
0x3146...af50,1272,3,5
0x319c...c6c1,188,5,1
0x31b0...4bc1,150,5,1
0x3205...b960,150,5,1
0x3238...5564,500,4,2
0x3238...5564,500,4,2
0x323f...49cb,150,5,1
0x3243...904c,203,5,1
0x325a...20b0,151,5,1
0x3278...f1d0,150,5,1
0x32b4...3bb1,500,4,2
0x32b4...3bb1,500,4,2
0x32c3...d520,151,5,1
0x3335...2a59,200,5,1
0x33f5...94ad,171,5,1
0x344f...7851,1004,3,4
0x344f...7851,1004,3,4
0x344f...7851,1004,3,4
0x344f...7851,1004,3,4
0x346c...a8b1,750,4,2
0x346c...a8b1,750,4,2
0x34d8...a51c,155,5,1
0x34dc...a523,1008,3,4
0x34dc...a523,1008,3,4
0x34dc...a523,1008,3,4
0x34dc...a523,1008,3,4
0x34e2...fe50,1250,3,5
0x34e2...fe50,1250,3,5
0x34e2...fe50,1250,3,5
0x34e2...fe50,1250,3,5
0x34e2...fe50,1250,3,5
0x3537...e0de,1144,3,4
0x3537...e0de,1144,3,4
0x3537...e0de,1144,3,4
0x3537...e0de,1144,3,4
0x353c...e1ee,216,5,1
0x354f...63d4,308,5,1
0x3557...42cf,2003,3,8
0x3557...42cf,2003,3,8
0x3557...42cf,2003,3,8
0x3557...42cf,2003,3,8
0x3557...42cf,2003,3,8
0x3557...42cf,2003,3,8
0x3557...42cf,2003,3,8
0x3557...42cf,2003,3,8
0x3562...a82a,339,5,1
0x35a2...4b81,1503,3,6
0x35a2...4b81,1503,3,6
0x35a2...4b81,1503,3,6
0x35a2...4b81,1503,3,6
0x35a2...4b81,1503,3,6
0x35a2...4b81,1503,3,6
0x35a4...4148,375,5,1
0x35e0...646b,1722,3,6
0x35e0...646b,1722,3,6
0x35e0...646b,1722,3,6
0x35e0...646b,1722,3,6
0x35e0...646b,1722,3,6
0x35e0...646b,1722,3,6
0x3677...2203,1020,3,4
0x3677...2203,1020,3,4
0x3677...2203,1020,3,4
0x3677...2203,1020,3,4
0x36c6...5231,150,5,1
0x36e0...52bd,506,4,2
0x36e0...52bd,506,4,2
0x3707...2860,300,5,1
0x3721...df2a,169,5,1
0x3737...e8b1,152,5,1
0x376f...5180,150,5,1
0x38d9...e8e3,1004,3,4
0x38d9...e8e3,1004,3,4
0x38d9...e8e3,1004,3,4
0x38d9...e8e3,1004,3,4
0x38ed...7314,150,5,1
0x38f8...251c,1000,3,4
0x38f8...251c,1000,3,4
0x38f8...251c,1000,3,4
0x38f8...251c,1000,3,4
0x3958...f104,150,5,1
0x396b...d2aa,1000,3,4
0x396b...d2aa,1000,3,4
0x396b...d2aa,1000,3,4
0x396b...d2aa,1000,3,4
0x3986...6f04,154,5,1
0x398e...2a18,151,5,1
0x39a9...586a,500,4,2
0x39a9...586a,500,4,2
0x39b0...8cf7,150,5,1
0x3a0b...b32f,155,5,1
0x3a10...9476,162,5,1
0x3a4a...e3d6,180,5,1
0x3a73...4ad7,1028,3,4
0x3a73...4ad7,1028,3,4
0x3a73...4ad7,1028,3,4
0x3a73...4ad7,1028,3,4
0x3a7b...47ce,150,5,1
0x3a96...f08c,154,5,1
0x3ae5...b067,500,4,2
0x3ae5...b067,500,4,2
0x3aed...091a,407,5,1
0x3af4...d85a,1000,3,4
0x3af4...d85a,1000,3,4
0x3af4...d85a,1000,3,4
0x3af4...d85a,1000,3,4
0x3b5b...bac3,151,5,1
0x3bb1...b618,1000,3,4
0x3bb1...b618,1000,3,4
0x3bb1...b618,1000,3,4
0x3bb1...b618,1000,3,4
0x3bb6...1e91,153,5,1
0x3bc2...2734,150,5,1
0x3bd2...5e17,250,5,1
0x3c0d...3276,1581,3,6
0x3c0d...3276,1581,3,6
0x3c0d...3276,1581,3,6
0x3c0d...3276,1581,3,6
0x3c0d...3276,1581,3,6
0x3c0d...3276,1581,3,6
0x3c7b...b82c,800,4,2
0x3c7b...b82c,800,4,2
0x3d39...b57a,436,5,1
0x3d52...0e63,1014,3,4
0x3d52...0e63,1014,3,4
0x3d52...0e63,1014,3,4
0x3d52...0e63,1014,3,4
0x3d5d...3d7e,151,5,1
0x3d7d...9e52,265,5,1
0x3e04...5c58,151,5,1
0x3ed1...d451,666,4,2
0x3ed1...d451,666,4,2
0x3f14...c569,1500,3,6
0x3f14...c569,1500,3,6
0x3f14...c569,1500,3,6
0x3f14...c569,1500,3,6
0x3f14...c569,1500,3,6
0x3f14...c569,1500,3,6
0x3f4e...80a7,170,5,1
0x3f80...6f1f,151,5,1
0x3fb9...80b2,150,5,1
0x3fda...defc,221,5,1
0x41af...5800,152,5,1
0x41f2...e9b7,500,4,2
0x41f2...e9b7,500,4,2
0x4228...9599,157,5,1
0x4249...cbfc,154,5,1
0x4254...b20f,1000,3,4
0x4254...b20f,1000,3,4
0x4254...b20f,1000,3,4
0x4254...b20f,1000,3,4
0x426a...0d36,150,5,1
0x42c5...9cc4,180,5,1
0x42cd...9b2b,924,4,2
0x42cd...9b2b,924,4,2
0x42e2...fb22,1000,3,4
0x42e2...fb22,1000,3,4
0x42e2...fb22,1000,3,4
0x42e2...fb22,1000,3,4
0x431b...32b6,159,5,1
0x4393...1d4e,500,4,2
0x4393...1d4e,500,4,2
0x43a0...0043,151,5,1
0x43d9...1e62,1001,3,4
0x43d9...1e62,1001,3,4
0x43d9...1e62,1001,3,4
0x43d9...1e62,1001,3,4
0x43ee...cab3,224,5,1
0x443d...561e,153,5,1
0x4468...9a57,501,4,2
0x4468...9a57,501,4,2
0x4490...5916,1028,3,4
0x4490...5916,1028,3,4
0x4490...5916,1028,3,4
0x4490...5916,1028,3,4
0x4517...29a1,1002,3,4
0x4517...29a1,1002,3,4
0x4517...29a1,1002,3,4
0x4517...29a1,1002,3,4
0x452c...36e1,150,5,1
0x4564...4141,150,5,1
0x4581...2b2a,191,5,1
0x45e9...293e,281,5,1
0x465d...d894,160,5,1
0x4676...35d4,1017,3,4
0x4676...35d4,1017,3,4
0x4676...35d4,1017,3,4
0x4676...35d4,1017,3,4
0x467a...654c,216,5,1
0x467d...ae69,160,5,1
0x46ac...580e,150,5,1
0x46f3...bbe8,507,4,2
0x46f3...bbe8,507,4,2
0x470f...8b95,184,5,1
0x4717...d944,1002,3,4
0x4717...d944,1002,3,4
0x4717...d944,1002,3,4
0x4717...d944,1002,3,4
0x486c...a180,150,5,1
0x490e...4d0a,503,4,2
0x490e...4d0a,503,4,2
0x491c...8c26,160,5,1
0x495e...d23b,175,5,1
0x4979...5c15,1000,3,4
0x4979...5c15,1000,3,4
0x4979...5c15,1000,3,4
0x4979...5c15,1000,3,4
0x49cb...d672,3383,3,13
0x49cb...d672,3383,3,13
0x49cb...d672,3383,3,13
0x49cb...d672,3383,3,13
0x49cb...d672,3383,3,13
0x49cb...d672,3383,3,13
0x49cb...d672,3383,3,13
0x49cb...d672,3383,3,13
0x49cb...d672,3383,3,13
0x49cb...d672,3383,3,13
0x49cb...d672,3383,3,13
0x49cb...d672,3383,3,13
0x49cb...d672,3383,3,13
0x4a20...3951,220,5,1
0x4a51...6b04,206,5,1
0x4a9c...cb66,151,5,1
0x4ac4...47b4,527,4,2
0x4ac4...47b4,527,4,2
0x4b05...7b5c,1250,3,5
0x4b05...7b5c,1250,3,5
0x4b05...7b5c,1250,3,5
0x4b05...7b5c,1250,3,5
0x4b05...7b5c,1250,3,5
0x4b62...e603,1001,3,4
0x4b62...e603,1001,3,4
0x4b62...e603,1001,3,4
0x4b62...e603,1001,3,4
0x4c39...6819,241,5,1
0x4cad...f9be,256,5,1
0x4cc4...800b,683,4,2
0x4cc4...800b,683,4,2
0x4cd6...68b5,150,5,1
0x4ced...32d6,418,5,1
0x4cf3...b83b,250,5,1
0x4d15...9646,151,5,1
0x4db9...cf27,504,4,2
0x4db9...cf27,504,4,2
0x4e54...69bf,1000,3,4
0x4e54...69bf,1000,3,4
0x4e54...69bf,1000,3,4
0x4e54...69bf,1000,3,4
0x4e7a...4b55,228,5,1
0x4e7d...3fd0,502,4,2
0x4e7d...3fd0,502,4,2
0x4ea7...814b,184,5,1
0x4ecd...fa70,151,5,1
0x4ed7...3f0e,161,5,1
0x4edd...d2c0,152,5,1
0x4efa...7713,450,5,1
0x4f2e...4360,1120,3,4
0x4f2e...4360,1120,3,4
0x4f2e...4360,1120,3,4
0x4f2e...4360,1120,3,4
0x4f3f...4a31,152,5,1
0x4f6d...8b7d,1000,3,4
0x4f6d...8b7d,1000,3,4
0x4f6d...8b7d,1000,3,4
0x4f6d...8b7d,1000,3,4
0x4f7c...30d7,346,5,1
0x4f83...e1b6,150,5,1
0x4fbc...90e1,2029,3,8
0x4fbc...90e1,2029,3,8
0x4fbc...90e1,2029,3,8
0x4fbc...90e1,2029,3,8
0x4fbc...90e1,2029,3,8
0x4fbc...90e1,2029,3,8
0x4fbc...90e1,2029,3,8
0x4fbc...90e1,2029,3,8
0x5061...350e,152,5,1
0x5087...76ec,150,5,1
0x5091...18d2,155,5,1
0x50fb...dac3,505,4,2
0x50fb...dac3,505,4,2
0x5142...5013,503,4,2
0x5142...5013,503,4,2
0x514a...a250,1001,3,4
0x514a...a250,1001,3,4
0x514a...a250,1001,3,4
0x514a...a250,1001,3,4
0x51bd...dd53,199,5,1
0x51e2...cdb9,150,5,1
0x521f...cdf0,1000,3,4
0x521f...cdf0,1000,3,4
0x521f...cdf0,1000,3,4
0x521f...cdf0,1000,3,4
0x5242...8620,152,5,1
0x5250...141e,151,5,1
0x52b2...275b,150,5,1
0x52c2...fac9,150,5,1
0x52eb...a9b3,500,4,2
0x52eb...a9b3,500,4,2
0x5333...2530,631,4,2
0x5333...2530,631,4,2
0x5358...76fc,547,4,2
0x5358...76fc,547,4,2
0x539f...7ed4,1023,3,4
0x539f...7ed4,1023,3,4
0x539f...7ed4,1023,3,4
0x539f...7ed4,1023,3,4
0x53cf...31e7,1002,3,4
0x53cf...31e7,1002,3,4
0x53cf...31e7,1002,3,4
0x53cf...31e7,1002,3,4
0x53fe...05bb,1040,3,4
0x53fe...05bb,1040,3,4
0x53fe...05bb,1040,3,4
0x53fe...05bb,1040,3,4
0x5427...dc66,150,5,1
0x544c...fa76,1007,3,4
0x544c...fa76,1007,3,4
0x544c...fa76,1007,3,4
0x544c...fa76,1007,3,4
0x545e...37df,178,5,1
0x5466...f544,175,5,1
0x5491...807f,150,5,1
0x54f9...03dc,500,4,2
0x54f9...03dc,500,4,2
0x5515...056a,559,4,2
0x5515...056a,559,4,2
0x55fe...c104,401,5,1
0x5602...d96e,200,5,1
0x5602...0428,2109,3,8
0x5602...0428,2109,3,8
0x5602...0428,2109,3,8
0x5602...0428,2109,3,8
0x5602...0428,2109,3,8
0x5602...0428,2109,3,8
0x5602...0428,2109,3,8
0x5602...0428,2109,3,8
0x562d...1020,152,5,1
0x56bc...c15b,250,5,1
0x56f0...bdf0,150,5,1
0x571a...e2e1,155,5,1
0x5722...9e5f,1001,3,4
0x5722...9e5f,1001,3,4
0x5722...9e5f,1001,3,4
0x5722...9e5f,1001,3,4
0x5733...e72a,515,4,2
0x5733...e72a,515,4,2
0x574f...36b6,257,5,1
0x5796...002b,1206,3,4
0x5796...002b,1206,3,4
0x5796...002b,1206,3,4
0x5796...002b,1206,3,4
0x579a...d5e5,1002,3,4
0x579a...d5e5,1002,3,4
0x579a...d5e5,1002,3,4
0x579a...d5e5,1002,3,4
0x57fb...cbbb,2006,3,8
0x57fb...cbbb,2006,3,8
0x57fb...cbbb,2006,3,8
0x57fb...cbbb,2006,3,8
0x57fb...cbbb,2006,3,8
0x57fb...cbbb,2006,3,8
0x57fb...cbbb,2006,3,8
0x57fb...cbbb,2006,3,8
0x5803...5064,200,5,1
0x580c...b05b,500,4,2
0x580c...b05b,500,4,2
0x581b...c615,200,5,1
0x5827...ec05,169,5,1
0x5834...286a,521,4,2
0x5834...286a,521,4,2
0x583a...6b47,177,5,1
0x586e...f59d,500,4,2
0x586e...f59d,500,4,2
0x58be...5c04,150,5,1
0x590a...7a27,500,4,2
0x590a...7a27,500,4,2
0x5945...e71a,200,5,1
0x5967...a437,1011,3,4
0x5967...a437,1011,3,4
0x5967...a437,1011,3,4
0x5967...a437,1011,3,4
0x59f7...ccd8,508,4,2
0x59f7...ccd8,508,4,2
0x59fa...8832,150,5,1
0x5a69...2679,150,5,1
0x5a74...d5ab,1005,3,4
0x5a74...d5ab,1005,3,4
0x5a74...d5ab,1005,3,4
0x5a74...d5ab,1005,3,4
0x5ab2...fc44,1000,3,4
0x5ab2...fc44,1000,3,4
0x5ab2...fc44,1000,3,4
0x5ab2...fc44,1000,3,4
0x5ac6...231e,1007,3,4
0x5ac6...231e,1007,3,4
0x5ac6...231e,1007,3,4
0x5ac6...231e,1007,3,4
0x5b56...e83f,254,5,1
0x5b5d...9c27,513,4,2
0x5b5d...9c27,513,4,2
0x5b90...80b1,501,4,2
0x5b90...80b1,501,4,2
0x5b9e...c3c8,180,5,1
0x5bd0...eb8e,500,4,2
0x5bd0...eb8e,500,4,2
0x5be2...f5bf,151,5,1
0x5bff...9ef5,163,5,1
0x5c22...c7ec,160,5,1
0x5c5d...bcb4,515,4,2
0x5c5d...bcb4,515,4,2
0x5c70...5992,236,5,1
0x5c93...a1ec,1067,3,4
0x5c93...a1ec,1067,3,4
0x5c93...a1ec,1067,3,4
0x5c93...a1ec,1067,3,4
0x5cad...a5bd,151,5,1
0x5cbb...38ea,152,5,1
0x5d12...d317,500,4,2
0x5d12...d317,500,4,2
0x5d20...2b8f,781,4,2
0x5d20...2b8f,781,4,2
0x5e2d...5546,237,5,1
0x5e5a...e622,287,5,1
0x5e97...6abf,160,5,1
0x5ee6...39b0,151,5,1
0x5fb4...dcb9,150,5,1
0x6035...0512,150,5,1
0x6046...7e57,1002,3,4
0x6046...7e57,1002,3,4
0x6046...7e57,1002,3,4
0x6046...7e57,1002,3,4
0x6074...de7c,217,5,1
0x607c...393d,506,4,2
0x607c...393d,506,4,2
0x60a7...cac4,1059,3,4
0x60a7...cac4,1059,3,4
0x60a7...cac4,1059,3,4
0x60a7...cac4,1059,3,4
0x60ad...2f3b,500,4,2
0x60ad...2f3b,500,4,2
0x6100...9ebf,513,4,2
0x6100...9ebf,513,4,2
0x6106...fef9,151,5,1
0x6198...0ed3,500,4,2
0x6198...0ed3,500,4,2
0x61f2...0745,300,5,1
0x61f4...75d3,1002,3,4
0x61f4...75d3,1002,3,4
0x61f4...75d3,1002,3,4
0x61f4...75d3,1002,3,4
0x61fd...1322,1000,3,4
